gares,UIC,2015,2016,2017,2018,latitude,longitude
VIGNORY,87142232,4292,4669656232,4116,2904,48.2701366,5.124159400000001
ROUESSE VASSE,87396259,2716,2492854912,1925,2902,48.1602933,-0.19958679999999998
FONTPEDROUSE SAINT THOMAS LES BAINS,87784769,3614,3703,3009,2886,42.513806200000005,2.1886585
FREISTROFF,87191395,2334,2051804388,2171,2861,49.2780593,6.4926709
RAZAC,87595223,6424,4646614258,3667,2851,45.1659287,0.5992849
DARSAC,87734673,7577,8542739952,6034,2834,45.142109999999995,3.7365537000000004
SAINT ARMEL,87471318,12016,7797261788,1909,2828,48.014405,-1.5948867
VERSIGNY,87296608,6698,6093015024,4263,2810,49.6574494,3.4335692000000004
GANNES,87313262,2426,1408376014,2269,2805,49.5723315,2.4370074
PRADES MOLITG LES BAINS,87784637,4797,4925949766,5209,2780,42.617098799999994,2.4294184
PORTE PUYMORENS,87611509,2502,27682,2938,2777,42.539136,1.8248461999999999
LES TINES,87746834,2415,2590596014,2270,2767,45.9505693,6.8991603
LA MEYZE,87592808,2861,2226835852,2819,2753,45.6212964,1.2123135
L'AIGUILLE,87592634,5492,5854880626,4685,2746,45.778370200000005,1.2049024
FARBUS,87342527,2630,185286588,1824,2718,50.357641,2.8310408
THIENNES,87342287,2180,2326985164,2154,2717,50.6523561,2.4729217999999995
COURSAN,87781161,2427,2154345162,2550,2708,43.23369,3.0510465
URT,87672386,2153,15633,2326,2703,43.4993785,-1.3005563999999998
GUDMONT,87142265,1642,19158466,2071,2697,48.3382279,5.140827099999999
LA BRIGUE,87756874,3035,2757649129,3516,2694,44.0625669,7.6056235
NOTRE DAME D'OE,87574699,3594,2815447648,4050,2687,47.4595668,0.7070251999999999
GILLY SUR LOIRE,87694869,6047,5764771768,4186,2677,46.5370137,3.7821607000000004
SAILLAT CHASSENON,87592717,1865,1632348388,1644,2657,45.869629700000004,0.8117415
FAREBERSVILLER,87193516,3275,31697,3296,2646,49.11816029999999,6.861892599999999
ANVIN,87317255,19182,18542659234,12147,2643,50.446845,2.25494
SAINT PIERRE DU VAUVRAY,87415646,1845,159888,2160,2637,49.2339135,1.2248947000000001
FELLETIN,87597849,5673,43902,4007,2634,45.8864021,2.169543
BUIRE SUR L'ANCRE,87316067,2244,2704243626,3036,2632,49.9647735,2.5981885
LA PORCHERIE,87592295,4962,4509251748,2569,2613,45.5740586,1.5383468999999999
MONTBRE,87171256,3103,3668483666,3307,2609,49.194207500000005,4.0388482
MONTLAUR,87618207,3554,3845538782,3700,2600,43.475240500000005,1.5776454
VILLEFRANCHE DU PERIGORD,87595892,3683,3318099972,3084,2586,44.6270124,1.0490908
TOUET DE L'ESCARENE,87756817,2019,236807460642,3027,2585,43.847083500000004,7.364363000000001
FERE EN TARDENOIS,87171371,12074,861939769,4762,2558,49.2085631,3.5042685
NOIZAY,87574368,3212,2412191618,2147,2553,47.409686900000004,0.8959456
AIGUEBELETTE LE LAC,87741421,4071,3912996014,3117,2535,45.536304799999996,5.8131468
SAINT AUNES,87773465,2971,316094,2753,2523,43.6354383,3.9628994
LA CHAUSSEE SAINT VICTOR,87574251,1940,13956,2145,2513,47.61279520000001,1.3537834
MENNETOU SUR CHER,87576728,2167,1780970964,2170,2511,47.2688835,1.8765238000000002
VIEILLEVILLE,87597633,2273,2749768572,2819,2504,46.0910959,1.6736438999999999
LES ORMES,87575118,3146,2355132162,2828,2501,46.971826899999996,0.6079475999999999
FONTENOY SUR MOSELLE,87141051,3364,2641407216,2502,2500,48.711721000000004,5.9803654
SOMMERY,87411462,3891,3687979998,3868,2477,49.6297244,1.4353726
GANDRANGE AMNEVILLE,87191742,10354,6408165918,3584,2456,49.2608222,6.135889700000001
VAUVERT,87775817,1528,1634014838,2149,2447,43.6950375,4.270165
LAMOTHE LANDERRON,87582882,3541,3331541928,2823,2429,44.5628433,0.0451406
COULANGES SUR YONNE,87696831,3208,281294,2507,2401,47.5270546,3.5472387999999997
BAINS LES BAINS,87144147,4001,3918859994,3047,2384,47.9811282,6.2952683
CHATEAUNEUF BUJALEUF,87592105,2849,2433868664,2274,2376,45.759316,1.6453026999999998
PROVENCHERES SUR FAVE,87144345,5463,44606,4339,2374,48.3046291,7.085490400000001
COMINES,87286260,3343,1690245162,2348,2357,50.760897299999996,3.0096252999999997
SAINT DENIS DES MURS,87592097,2601,1779639998,1816,2356,45.7889106,1.5514368
GOURLAND,87473801,1608,3822,1077,2325,48.560998100000006,-3.1668191
MONTFERRAND THORAISE,87718106,2296,24796,2582,2320,47.1847414,5.9074815
MERENS LES VALS,87611525,2236,24489,2514,2318,42.6594883,1.8371278000000002
CEILHES ROQUEREDONDE,87781542,6476,5741,5297,2287,43.8122656,3.1551583
MESVRES,87694158,2974,2472904282,2694,2285,46.862799,4.2449659
THIAVILLE,87141432,1724,19572,3181,2262,48.4139874,6.8102635
LACHAUD CURMILHAC,87731828,879,903999998,1263,2247,45.1228045,3.6104913
USTARITZ,87673624,2114,2843263648,2770,2244,43.4048083,-1.4489653999999998
DIARVILLE,87141648,2125,128407049,1745,2234,48.3975653,6.1264921999999995
CHENEVIERES,87141382,2659,318568,3028,2221,48.5195062,6.6325613
SAINT JEAN DE VERGES,87611624,2413,213254,3120,2218,43.0128587,1.608059
BOLOGNE,87142224,3077,5014516014,2661,2216,48.1986877,5.1342228
SAULXURES,87214759,3010,28302132,2777,2215,48.3895555,7.147854799999999
PRUNAY,87171629,15516,10407375092,5449,2214,49.1988,4.1836400000000005
BEAU MARAIS,87317610,1292,1828,3080,2191,50.945371,1.8983301
CHAMPS SAINT BRIS,87683615,7201,31959,3169,2172,47.738818200000004,3.6034756000000003
CRISSE,87396226,1355,20545198,2685,2138,48.168133399999995,-0.06591010000000001
NORTKERQUE,87287292,2749,229683805,2398,2137,50.8829544,2.0231501
GAN,87672618,2578,261464,2428,2131,43.2335932,-0.391462
FOUGERE,87486316,3164,2389023946,1590,2123,46.6653044,-1.2319718000000002
MONTREUIL SUR MER,87317164,57554,51489422892,29338,2112,50.4661948,1.7691662000000001
ARCY SUR CURE,87683680,2249,19626,2408,2091,47.6008461,3.7668885000000003
TORPES BOUSSIERES,87718114,2288,237376,1492,2086,47.163754600000004,5.888780400000001
VIRVILLE MANNEVILLE,87413336,5426,3652115394,2391,2082,49.5835958,0.35416090000000006
BAYARD,87175133,2037,1730848056,1296,2074,48.552029600000004,5.075443900000001
THUES CARENCA,87784751,2538,2481,1931,2042,42.52294860000001,2.2227278999999998
NEUILLY SAINT FRONT,87116681,3696,292076685,2191,2005,49.1871466,3.2710249
SAINT GEORGES DE COMMIERS,87747568,8558,18968,2083,2002,45.0437667,5.701787400000001
CREPY COUVRON,87296152,4094,302926646,1738,1993,49.6233401,3.5167165000000002
CIRY LE NOBLE,87694646,1470,2001482914,2696,1992,46.60409129999999,4.2997146
VAUZELLES,87691469,1921,11158,1406,1986,47.0013565,3.1342093999999996
OSSES SAINT MARTIN D'ARROSSA,87673707,1303,2757066662,2775,1979,43.2352119,-1.3048921999999998
MONT NOTRE DAME,87171355,6746,5014260292,3223,1969,49.2967797,3.5764544999999996
BLONVILLE SUR MER BENERVILLE,87444380,1977,1978,2020,1927,49.3313919,0.0356856
LA MOTHE SAINT HERAY,87485508,2827,2661936318,2481,1888,46.3807592,-0.1298415
SALLES COURBATIES,87613877,1680,17326,1872,1871,44.4751593,2.0787662
LA CHAUMUSSE FORT DU PLASNE,87715391,3331,3918856598,3669,1863,46.604875299999996,5.9613342000000005
SIERCK LES BAINS,87191635,3998,3271829668,2232,1853,49.443655,6.350327
AUBOUE,87191684,4747,342024,2186,1839,49.216163,5.9714608
CHEMILLY APPOIGNY,87683532,2542,15649,1913,1835,47.89723660000001,3.5543936
VILLENEUVE LA COMTESSE,87491258,2463,18957466,1548,1833,46.0986599,-0.5130717
DIVES SUR MER PORT GUILLAUME,87337378,2978,2669,2978,1828,49.291088200000004,-0.1008455
SAINT VICTURNIEN,87592683,4026,3407025062,3233,1825,45.876588700000006,1.0095737
LA MEMBROLLE SUR CHOISILLE,87571513,1699,1766339922,1468,1822,47.4313179,0.6407871999999999
SAINT MARTORY,87611103,2770,2707948536,3906,1819,43.138572100000005,0.934859
VARETZ,87594606,1797,2141652904,2338,1814,45.1911631,1.4472858999999998
UCHAUD,87775106,2275,180433871,1729,1813,43.758399100000005,4.2683101
LA CHAPELLE SUR LOIRE,87571802,2568,21741,1927,1791,47.251227,0.2184812
BEUVRAGES,87343160,3170,2329755206,2968,1776,50.38948920000001,3.5061396
BOUCOIRAN,87775346,1106,1396045158,1224,1768,43.9926943,4.187634
SAINT ROME DE CERNON,87783431,2808,1974,2114,1755,44.013981,2.9673743999999997
LA HISSE,87478156,1908,1964537822,2416,1753,48.4961248,-2.0036608
TANUS,87615674,1418,15369,1695,1752,44.1003384,2.3151213999999998
BIDARRAY PONT NOBLIA,87673699,957,1621699998,1600,1739,43.26829910000001,-1.3453233
GIRONDE,87582858,2968,3028899984,2468,1725,44.583292,-0.09201269999999999
RAVES BAN DE LAVELINE,87144105,2226,2049699996,1996,1713,48.265723,7.0378799
HATRIZE,87192724,1601,6525,1279,1705,49.1934741,5.907114099999999
BELLE ISLE BEGARD,87473165,3489,2125408502,2129,1700,48.5935901,-3.3228532
LES VERSANNES,87595702,1688,2641299992,2885,1699,45.088775,0.8574681999999999
MIGNALOUX NOUAILLE,87575704,4927,394226,2271,1697,46.5261427,0.41173909999999997
AUMALE,87313767,1926,17273,2295,1693,49.76503710000001,1.7560425
LAISSAC,87783761,1612,1588732258,2033,1688,44.3750307,2.8222251
TRELAZE,87701532,0,0,0,1684,47.45272,-0.4696
COAT GUEGAN,87473579,2796,354786477,2851,1681,48.480315600000004,-3.2738023
SARREINSMING,87193631,2848,314935493,2799,1654,49.086306,7.1120387
TETING,87193342,1778,1642464834,1846,1648,49.051605,6.6646267
LA CROIX DE MEAN,87481689,3800,280231514,1996,1643,47.300426,-2.1932575
LE BUET,87746883,1377,1404,1418,1642,46.018805,6.9204119
LIMOUX FLASSIAN,87598755,4224,2040399992,2020,1621,43.0684511,2.2182832
NEGRONDES,87595132,2202,2600199996,1898,1607,45.34602879999999,0.8611999
CHAMALIERES SUR LOIRE,87734731,1652,16712,1245,1606,45.2047385,3.9909202000000006
MARIGNAC SAINT BEAT,87611194,4007,3911012904,2728,1606,42.9155675,0.651998
PLEYBER CHRIST,87474320,1978,25022033,1793,1591,48.5078255,-3.8825543
BIFFONTAINE,87144188,3041,314203999,2871,1579,48.205939799999996,6.8071811
LOUROUX DE BOUBLE,87641050,3372,3188421092,1693,1573,46.2241289,2.9849368
CHAMPAGNOLE PAUL EMILE VICTOR,87352047,6323,5910866292,4248,1571,46.742483,5.9198128
CHEVILLON,87175117,2683,139332,1193,1571,48.524550500000004,5.1117843
MENIL FLIN,87141390,2019,207263737,2643,1567,48.5050204,6.6592265
SAINTE LIZAIGNE,87597054,2626,2411358212,1785,1554,47.002251,2.0298004
EPOUVILLE,87413732,2367,221824,1808,1542,49.563814,0.22366620000000004
BOURGTHEROULDE THUIT HEBERT,87415323,2591,2347199996,1717,1534,49.3174381,0.8383198000000001
SAILLAGOUSE,87784835,1847,1368,1487,1514,42.4568855,2.0321126
PEZOU,87574541,2410,2721585714,2000,1513,47.8673364,1.1408714
AGONAC,87595157,1127,1134699996,1583,1492,45.2865966,0.7486706
LE HAVRE GRAVILLE,87413203,655,660,1160,1484,49.4998007,0.16085510000000003
YUTZ,87191304,1701,1930696334,1300,1484,49.361354,6.2093949
SEON SAINT HENRI,87751636,1104,645267672337,1227,1475,43.3624191,5.3399592
CORSEUL LANGUENAN,87478180,1326,1856148044,2153,1464,48.4960574,-2.1414331
PIHEN,87316679,2366,2547187878,1554,1461,50.8727855,1.7845631999999998
NIEUL,87592410,4756,44507517,2687,1458,45.9273896,1.1723974
LES FLACHERES,87721704,1893,1560260374,2175,1432,45.7774345,4.7541523
XEUILLEY,87141549,4643,4546957812,3770,1418,48.5697134,6.1022334
AUCHY LES HESDIN,87317230,9640,793663023,5041,1414,50.3963631,2.1022448
KERHOSTIN,87476432,1551,12573,1572,1411,47.5369524,-3.1363795
CARANTILLY MARIGNY,87447144,1697,14046,1948,1403,49.067859999999996,-1.2445285
FOUILLOY,87313841,478,123150634,1277,1394,49.73663679999999,1.8260404
MAZINGARBE,87342121,1373,1605636774,1009,1386,50.4608957,2.7005447
MEROUX,87184408,0,0,0,1385,47.58659,6.899030000000001
LES QUATRE ROUTES,87594564,2784,16386,1479,1383,44.9974864,1.6439066999999998
MONISTROL D'ALLIER,87734335,470,1617,1960,1382,44.9696648,3.6500424
OULCHY BRENY,87116699,2813,2251226406,1052,1376,49.1876743,3.3524421
VILLERS LES POTS,87713339,6141,622026,6991,1361,47.2066023,5.3478715999999995
LONGROY GAMACHES,87313817,3376,2731770488,2093,1346,49.9818917,1.5526598
TOURVILLE,87411181,2045,165106,1185,1342,49.324817700000004,1.098964
ROQUESERIERE BUZET,87615351,4009,300987199,3204,1322,43.7512472,1.6198753000000001
CHATEAU L'EVEQUE,87595165,1163,8956,1091,1317,45.2445887,0.6882106
ANNAPPES,87286856,883,6419,811,1285,50.6227708,3.1475351000000003
LA CHAUX DES CROTENAY,87715383,1993,13176,2441,1285,46.6545926,5.9438595
MONTAIGUT,87597674,1376,1515652258,1462,1277,46.1367425,1.7339814999999998
LEZENNES,87287102,1311,1466535484,1447,1274,50.6205699,3.0986481
CROIX L'ALLUMETTE,87281055,1465,1245533208,1669,1269,50.68720089999999,3.1516591
ROLLEVILLE,87413740,910,17957,1980,1263,49.5820461,0.2157828
GLOS MONTFORT,87415349,1769,1213959998,772,1253,49.271598299999994,0.6828396
DELLE,87184440,0,0,0,1250,47.50593,7.00962
QUESNOY SUR DEULE,87286245,1077,1203072258,736,1248,50.708136100000004,2.9952832000000003
PAULHAGUET,87734293,2114,1355499996,1244,1246,45.210197799999996,3.5004445
SOLIGNAC LE VIGEN,87592246,2572,2047685162,1900,1234,45.7561586,1.2856816999999998
LURBE SAINT CHRISTAU,87672741,0,8512,1854,1201,43.12099,-0.6040800000000001
ANZELING,87191387,791,657598166,744,1191,49.2620718,6.4602649
SAINT GEORGES DE LUZENCON,87783423,11473,246654708,1076,1189,44.066553000000006,2.983784
BOLQUERE EYNE,87784801,1720,1473,1378,1188,42.4978734,2.0875591
APACH,87191643,1066,1059431498,1105,1164,49.458836,6.371972
POINTE DE GRAVE,87581397,534,832,877,1161,45.567067,-1.0658575000000001
PLEUDIHEN,87478149,1588,238091955,1538,1157,48.49938220000001,-1.9617514999999999
VIERZON FORGES,87576090,2816,1812974286,1533,1138,47.209993100000005,2.0994545
BELZ PLOEMEL,87476408,1187,10781,450,1127,47.652466,-3.0721919
BOISLEUX,87342071,1478,636796774,894,1115,50.210466499999995,2.771855
EYGURANDE MERLINES,87641241,2020,1599,1310,1105,45.6453146,2.4610021
LOURES BARBAZAN,87611178,1389,1296706452,1235,1101,43.021075,0.6104494
FOUQUEREUIL,87342204,2236,2086864022,1065,1099,50.5255091,2.6074449
LOULAY,87491290,984,12455,613,1071,46.043516499999996,-0.5017524999999999
BIGNY,87576306,2098,1920348286,1996,1061,46.8015763,2.3686380000000002
PULLIGNY AUTREY,87141564,907,1190399314,1349,1053,48.5360716,6.1374765
XERTIGNY,87144121,1919,13503,978,1036,48.053025500000004,6.3767687
FLEZ CUZY TANNAY,87696633,810,895,989,1032,47.3630583,3.6149926
ALLEYRAS,87731885,510,598,812,1013,44.919216999999996,3.673517
OLETTE CANAVEILLES LES BAINS,87784728,1134,1266,1177,1005,42.55472,2.2719308999999996
LES BONS PERES,87297515,1070,78772,1068,1004,50.2798638,4.010967
SARRANCE,87672766,61,7177,1262,997,43.0496,-0.599962
SAINTE CECILE D'ANDORGE,87775239,1303,1370999996,989,982,44.255436200000005,3.9758497000000004
WAMBRECHIES,87286229,1292,745,1093,976,50.6812648,3.0402974
PENTHIEVRE,87476424,1310,16759,1072,970,47.5580254,-3.1330754
LOUVERNE,87478511,1609,1001396014,1006,968,48.1088564,-0.7144109000000001
LE BOUSQUET D'ORB,87781583,1279,845,666,965,43.6912097,3.1689379
SAUVETERRE LA LEMANCE,87586495,882,7642,943,964,44.5893893,1.0115418999999999
MOLINGES,87743591,1452,207248812,1968,934,46.3570706,5.7682135
SAINT AGNAN,87694851,1128,96684,1206,933,46.5020038,3.8788002
HYMONT MATTAINCOURT,87144220,1537,1496599996,695,928,48.270819200000005,6.1402129
SAINT AULAIRE,87594622,333,344958064,858,923,45.248841399999996,1.3986965
LACELLE,87592147,854,777,1212,918,45.6412701,1.8264798
VIADUC SAINTE MARIE,87746735,847,9927,1057,910,45.897096000000005,6.7850134
SAINCAIZE,87696260,2798,23645,1823,909,46.9314165,3.0718704
HOMBOURG BUDANGE,87191353,1212,6298,507,907,49.2823957,6.3507488
PLOUIGNEAU,87474411,1204,13228,1096,907,48.5647064,-3.7100572
PROUVY THIANT,87343418,828,8341,1160,904,50.31679329999999,3.4610837999999995
BOUY,87174433,908,964868572,1262,889,49.09131,4.35292
PLOUNERIN,87473199,620,5885,817,888,48.581629799999995,-3.5682311
SAINTE BAZEILLE,87586479,3612,24985,2055,884,44.5326935,0.09312689999999998
MOUSTERU,87473512,244,748411768,552,867,48.507451200000006,-3.2435052000000004
KOENIGSMACKER,87191619,1585,1470166666,994,860,49.39655379999999,6.2735503
NANCOIS TRONVILLE,87175067,1434,855,892,858,48.71804229999999,5.2912016
PRAYE SOUS VAUDEMONT,87141622,2548,2578399998,1918,850,48.4327891,6.1006981
LE CAILAR,87775825,234,598493548,467,833,43.6834141,4.2354236
SILLERY,87171637,1471,854409678,406,812,49.20324,4.14427
PONT DE LIGNON,87726786,302,174,54,796,45.259779200000004,4.1372431
CHASSERADES,87775148,517,662,621,776,44.5539847,3.8399318999999994
MONTAIGNAC SAINT HIPPOLYTE,87594135,759,1050799998,992,773,45.354689799999996,1.9797531000000004
CAMPAGNAC SAINT GENIEZ,87783340,846,487,915,770,44.4219559,3.0664008
LE SOLER,87784512,3056,2229905806,2317,767,42.6787626,2.7930797999999997
BUSSEAU SUR CREUSE,87597708,1417,1022330322,1223,764,46.12302570000001,2.0229244
PUYBRUN,87594754,1505,13252,916,753,44.9216335,1.7841547999999998
LOTHIERS,87597104,955,1088084134,980,752,46.69468010000001,1.5629763
LES PERRIERES,87691600,1717,10703,579,746,47.0055213,3.1467144
MILHAC D'AUBEROCHE,87595538,209,678999996,1010,739,45.1290571,0.9180405999999999
POUZAUGES,87487314,596,488,678,737,46.7523536,-0.8146784
PERIGUEUX SAINT GEORGES,87595504,1348,104964,1689,731,45.1783328,0.7336349
BOURNEZEAU,87486324,1587,71634,573,729,46.6518258,-1.1806169
ENNEVELIN,87287276,907,3216,471,714,50.5492981,3.1586612
TREGONNEAU SQUIFFIEC,87473819,2018,12096915,828,703,48.6243578,-3.1742524
FRYNAUDOUR,87473876,607,159,165,695,48.7275919,-3.1284527
BAILLEUL SIR BERTHOULT,87342592,1035,1628445906,951,687,50.335125700000006,2.8409809
ILLE SUR TET,87784561,2307,2156408302,2075,677,42.6682396,2.6242862999999996
LA LEVADE,87775247,349,445,521,676,44.228602,4.0102736000000005
LES TRILLERS,87641373,2143,718784134,797,673,46.4147461,2.6001017999999996
LA BACHELLERIE,87595595,957,1061999994,706,668,45.151115399999995,1.1601301000000002
PLERGUER,87478123,2974,2829684134,2113,661,48.5314637,-1.8505895
JASSONNEIX,87594085,17,6514,971,650,45.5434698,2.1393366
FRONVILLE,87175075,661,5879,287,630,48.4001829,5.1564404999999995
KUNTZIG,87191312,1865,1398644834,561,622,49.349918,6.2345596
BAGNOLS CHADENET,87783647,540,556,601,610,44.5286125,3.6281779999999997
EPANVILLIERS,87575357,1149,77328,590,609,46.2254951,0.2357576
VAUMOISE,87271601,621,8928,886,609,49.233940600000004,2.9885685
LAMONZIE SAINT MARTIN,87584243,1321,1289785714,646,601,44.8450247,0.38546090000000005
NAMPS QUEVAUVILLERS,87313379,1084,1198930664,794,598,49.8082274,2.1053184
DELUZ,87718429,1868,12078,1192,597,47.2925132,6.199733
CROUY,87271874,457,1838,327,596,49.4037093,3.3569138
COUIZA MONTAZELS,87615203,577,535,623,593,42.9423828,2.2481477
SAINT PIERRE DE CHIGNAC,87595520,28,42,393,588,45.123488099999996,0.8561030000000001
TRENTELS LADIGNAC,87586446,316,5014,1057,585,44.443030799999995,0.8850548
LAVAL DE CERE,87594796,627,576,533,584,44.951211799999996,1.9317113000000001
BEARD,87696468,2292,1304515788,609,580,46.8652207,3.3179943999999995
MARANS,87485060,1423,19954,1412,576,46.30433,-1.00127
PONT DU CASSE,87586404,237,2922,451,573,44.2328145,0.6758568
CHANAC,87783530,743,606,612,547,44.4739786,3.3454116999999997
LATHUS,87575498,1099,7995,611,537,46.3380917,0.965009
VINCA,87784611,927,109424,1348,531,42.648136799999996,2.5276162999999996
LA MIOUZE ROCHEFORT,87641290,744,1756,265,530,45.7636525,2.8276967999999996
BASSE HAM,87191601,1408,63284,642,523,49.3805708,6.234870900000001
ORS,87295667,231,2266,141,523,50.1031718,3.626754
LE MERLERAULT,87444588,573,593,483,521,48.7024888,0.28321690000000005
TURENNE,87594556,400,425,587,504,45.0379541,1.6007045
CHAPEAUROUX,87734343,311,464,500,500,44.838000799999996,3.7419230000000003
CERIZAY,87487280,474,3222,315,483,46.817687799999995,-0.6689931
TOURNEMIRE ROQUEFORT,87783456,548,5429,499,482,43.9698002,3.0166261000000003
CIZE BOLOZON,87743344,2132,906907894,586,477,46.21348029999999,5.4540677
MAUROIS,87345546,1118,606246604,112,474,50.0674506,3.4562554
SAINT HILAIRE,87297531,355,50,205,465,50.1319709,3.9140099000000004
AIMARGUES,87775833,86,159,230,445,43.6786107,4.208293299999999
GUILLERVAL,87545129,102,2849,369,441,48.3744455,2.0598748
RIA,87784660,269,74,115,439,42.6034078,2.3907488
GIGNAC CRESSENSAC,87594325,1534,1228,859,436,45.014607399999996,1.4831648000000002
FRAISSES UNIEUX,87726737,943,808,149,434,45.39482279999999,4.2610375
