UIC,gares,insee,dep,lat long,geo-2
87345306,Montigny-en-Ostrevent,59414,59,50.3681305626,3.18059045405
87393843,Montigny-le-Bretonneux,78423,78,48.7797915938,2.02991429561
87684100,Montigny-sur-Loing,77312,77,48.3406353395,2.75025688875
87413724,Montivilliers,76447,76,49.5441177462,0.190181617036
87618207,Montlaur,31384,31,43.4846794546,1.58023009194
87571273,Montlouis-sur-Loire,37156,37,47.3826727787,0.841071302563
87574434,Montlouis-sur-Loire,37156,37,47.3826727787,0.841071302563
87323675,Montluçon,3185,3,46.3390274437,2.60370557718
87641001,Montluçon,3185,3,46.3390274437,2.60370557718
87641191,Montluçon,3185,3,46.3390274437,2.60370557718
87723569,Montluel,1262,1,45.8912309998,5.01963172319
87194209,Montmédy,55351,55,49.5149799331,5.37265494009
87741181,Montmélian,73171,73,45.5081226313,6.05520698341
87583674,Montmoreau,16230,16,45.4141581713,0.144898135571
87575480,Montmorillon,86165,86,46.4264318492,0.895644041865
87481713,Montoir-de-Bretagne,44103,44,47.3189943302,-2.14567443507
87688887,Montpellier,34172,34,43.6133538787,3.86926442936
87773002,Montpellier,34172,34,43.6133538787,3.86926442936
87595322,Montpon-Ménestérol,24294,24,45.0196226463,0.155585729412
87611848,Montrabé,31389,31,43.6422732041,1.52891486273
87317164,Montreuil,62588,62,50.465533555,1.77186907545
87487637,Montreuil-Bellay,49215,49,47.128528138,-0.124734694218
87478032,Montreuil-sur-Ille,35195,35,48.3056039441,-1.66881101084
87316406,Montreuil-sur-Thérain,60426,60,49.3810978504,2.19331825805
87184275,Montreux-Vieux,68215,68,47.620295656,7.02168903143
87574855,Montrichard Val de Cher,41151,41,47.3579121662,1.19407271922
87726885,Montrond-les-Bains,42149,42,45.6357194041,4.24025859184
87116400,Montry,77315,77,48.8861839499,2.82365053483
87575035,Monts,37159,37,47.2777960605,0.645175098481
87276493,Montsoult,95430,95,49.0713130818,2.30487863596
87478537,Montsûrs,53161,53,48.1656075703,-0.55764752928
87396606,Montval-sur-Loir,72071,72,47.693517725,0.429081763052
87411801,Montville,76452,76,49.5454031731,1.08234926838
87182592,Moosch,68217,68,47.8480678758,7.03073184446
87484170,Morannes sur Sarthe-Daumeray,49220,49,47.7090699235,-0.386412396212
87715433,Morbier,39367,39,46.5572869388,6.01643656463
87673103,Morcenx-la-Nouvelle,40197,40,44.0274442607,-0.904618878266
87682278,Moret-Loing-et-Orvanne,77316,77,48.3546864663,2.81973912258
87313320,Moreuil,80570,80,49.7761381956,2.48410300706
87411439,Morgny-la-Pommeraye,76453,76,49.5198210429,1.25110600942
87192286,Morhange,57483,57,48.927895173,6.64265264376
87765420,Morières-lès-Avignon,84081,84,43.9335804634,4.90857331443
87474338,Morlaix,29151,29,48.6001614456,-3.82023385479
87116087,Mormant,77317,77,48.5975775516,2.88268774644
87391300,Morre,25410,25,47.2194649959,6.07229604695
87116244,Mortcerf,77318,77,48.7828011173,2.90408541605
87718619,Morteau,25411,25,47.0632417061,6.58300785103
87444232,Morteaux-Coulibœuf,14452,14,48.9236317888,-0.0816933104499
87184424,Morvillars,90072,90,47.5432151483,6.93816516606
87212456,Mothern,67305,67,48.9399620216,8.15400370214
87411280,Motteville,76456,76,49.6305704785,0.854458504328
87401323,Mouans-Sartoux,6084,6,43.6186936301,6.96429690315
87718833,Mouchard,39370,39,46.9776584965,5.78968599473
87696328,Moulins,3190,3,46.5627081916,3.32666041213
87581231,Moulis-en-Médoc,33297,33,45.0525347246,-0.786267433938
87444190,Moult-Chicheboville,14456,14,49.1098489205,-0.187539482652
87597633,Mourioux-Vieilleville,23137,23,46.0794496141,1.63786768514
87174409,Mourmelon-le-Petit,51389,51,49.1326975662,4.30624125071
87116285,Mouroux,77320,77,48.8271800142,3.05070918388
87473512,Moustéru,22156,22,48.5288225397,-3.23492140367
87741728,Moûtiers,73181,73,45.4860651683,6.53667300239
87313577,Mouy,60439,60,49.3170228615,2.30070195669
87191718,Moyeuvre-Grande,57491,57,49.2542145132,6.03687760858
87182733,Muhlbach-sur-Munster,68223,68,48.0282398067,7.07126585353
87171298,Muizon,51391,51,49.2723510435,3.88699138738
87181024,Mulhouse,68224,68,47.7489900256,7.32546689496
87182055,Mulhouse,68224,68,47.7489900256,7.32546689496
87182063,Mulhouse,68224,68,47.7489900256,7.32546689496
87472639,Mulhouse,68224,68,47.7489900256,7.32546689496
87534339,Mulhouse,68224,68,47.7489900256,7.32546689496
87212449,Munchhausen,67308,67,48.9151402741,8.14459718689
87212100,Mundolsheim,67309,67,48.6398525171,7.71403146739
87182394,Munster,68226,68,48.0450474946,7.1427165456
87386540,Munster,68226,68,48.0450474946,7.1427165456
87645481,Murat,15138,15,45.127654252,2.84982614618
87611038,Muret,31395,31,43.4489107354,1.3087843787
87595298,Mussidan,24299,24,45.0293457112,0.364577194422
87214585,Mutzig,67313,67,48.5382376127,7.45532144636
87575175,Naintré,86174,86,46.7721914952,0.494654673929
87613463,Najac,12167,12,44.211232743,1.96359700677
87313379,Namps-Maisnil,80582,80,49.8062573373,2.12275235648
87175067,Nançois-sur-Ornain,55372,55,48.721229622,5.31919513268
87141002,Nancy,54395,54,48.6900670695,6.17526126226
87116095,Nangis,77327,77,48.5544861997,3.0088855473
87386318,Nanterre,92050,92,48.8961695257,2.20709153037
87481002,Nantes,44109,44,47.232046857,-1.54820259632
87481051,Nantes,44109,44,47.232046857,-1.54820259632
87590331,Nantes,44109,44,47.232046857,-1.54820259632
87271577,Nanteuil-le-Haudouin,60446,60,49.1365885388,2.8104646553
87592444,Nantiat,87103,87,46.0114063223,1.17381527053
87781104,Narbonne,11262,11,43.1650339796,3.02019950967
87615732,Naucelle,12169,12,44.1900830298,2.34439752298
87478545,Neau,53163,53,48.17013205,-0.474463328813
87595132,Négrondes,24308,24,45.3403888129,0.87892564072
87576454,Nérondes,18160,18,47.0038860806,2.83881905303
87313486,Nesle,80585,80,49.7598558229,2.91042691457
87141291,Neufchâteau,88321,88,48.3568246792,5.69160929361
87317099,Neufchâtel-Hardelot,62604,62,50.617330961,1.61740550856
87571547,Neuillé-Pont-Pierre,37167,37,47.5503811916,0.549837936675
87645507,Neussargues en Pinatelle,15141,15,45.1501512538,2.94292511234
87141507,Neuves-Maisons,54397,54,48.6147563528,6.10880993623
87595272,Neuvic,24309,24,45.089201612,0.466365642963
87592105,Neuvic-Entier,87105,87,45.7370527374,1.63931022104
87334482,Neuville-sur-Oise,95450,95,49.0173405147,2.06226774904
87396028,Neuville-sur-Sarthe,72217,72,48.0755793977,0.214723033262
87597070,Neuvy-Pailloux,36140,36,46.903986851,1.85848401684
87696005,Nevers,58194,58,46.9881081916,3.15709885458
87592725,Nexon,87106,87,45.6752197881,1.18584144471
87381731,Nézel,78451,78,48.9424518838,1.83927218312
87590299,Nice,6088,6,43.7123688266,7.23793201059
87756056,Nice,6088,6,43.7123688266,7.23793201059
87756254,Nice,6088,6,43.7123688266,7.23793201059
87756353,Nice,6088,6,43.7123688266,7.23793201059
87213256,Niederbronn-les-Bains,67324,67,48.963785916,7.63968924054
87287151,Nieppe,59431,59,50.6990345958,2.8328898577
87592410,Nieul,87107,87,45.9209282644,1.17997255775
87775007,Nîmes,30189,30,43.844657813,4.34759109263
87485300,Niort,79191,79,46.3284915542,-0.465258502877
87116566,Nogent-l'Artaud,2555,2,48.942896573,3.333206664
87394296,Nogent-le-Rotrou,28280,28,48.3173796652,0.804158481452
87113746,Nogent-sur-Marne,94052,94,48.8366665986,2.48175636794
87118190,Nogent-sur-Seine,10268,10,48.4964871,3.49968336204
87684274,Nogent-sur-Vernisson,45229,45,47.8386167156,2.72939739756
87276758,Nointel,95452,95,49.1289285837,2.29402888145
87113803,Noisy-le-Grand,93051,93,48.8362467105,2.56461020189
87393876,Noisy-le-Roi,78455,78,48.8462277379,2.05488391063
87113217,Noisy-le-Sec,93053,93,48.8916051469,2.45844169133
87574368,Noizay,37171,37,47.4169633636,0.897104378342
87286609,Nomain,59435,59,50.5015820734,3.23861372807
87144071,Nomexy,88327,88,48.3073366375,6.37192625823
87393553,Nonancourt,27438,27,48.7778990636,1.17712214174
87481598,Nort-sur-Erdre,44110,44,47.4473358803,-1.51861446705
87287292,Nortkerque,62621,62,50.8783477259,2.03367519571
87574699,Notre-Dame-d'Oé,37172,37,47.4544268004,0.70909391425
87543157,Nouan-le-Fuzelier,41161,41,47.5364020497,2.02932109788
87172213,Nouvion-sur-Meuse,8327,8,49.7090022244,4.79738262762
87172023,Nouzonville,8328,8,49.8201009185,4.75368846539
87192427,Novéant-sur-Moselle,57515,57,49.0318452695,6.03862314456
87718411,Novillars,25429,25,47.2877203882,6.12913980951
87471540,Noyal-sur-Vilaine,35207,35,48.0914245253,-1.50524113908
87575050,Noyant-de-Touraine,37176,37,47.1020257615,0.567351586438
87317396,Noyelles-sur-Mer,80600,80,50.1872660149,1.7202162834
87396374,Noyen-sur-Sarthe,72223,72,47.8591482386,-0.10006049153
87574897,Noyers-sur-Cher,41164,41,47.2832617997,1.41075214883
87276782,Noyon,60471,60,49.5779179971,3.00817883994
87342139,Nœux-les-Mines,62617,62,50.474945212,2.6626289155
87713156,Nuits,89280,89,47.7192996247,4.19519943243
87713529,Nuits-Saint-Georges,21464,21,47.1465926783,4.93854605864
87743351,Nurieux-Volognat,1267,1,46.1834328933,5.51455721057
87784736,Nyer,66123,66,42.5016926278,2.27447223484
87213165,Obermodern-Zutzendorf,67347,67,48.8479229578,7.54050095846
87214288,Obernai,67348,67,48.4594522744,7.48009505212
87594630,Objat,19153,19,45.2634062019,1.41312315256
87182634,Oderen,68247,68,47.9282469404,6.99380641085
87215632,Oermingen,67355,67,48.9980882632,7.11939868267
87672709,Ogeu-les-Bains,64421,64,43.155673,-0.503925914435
87411207,Oissel,76484,76,49.3478315427,1.0739330751
87784728,Olette,66125,66,42.5962230116,2.24222971714
87755231,Ollioules,83090,83,43.1390650018,5.85410779711
87672725,Oloron-Sainte-Marie,64422,64,43.1560587581,-0.587381934648
87673319,Ondres,40209,40,43.5660383831,-1.4541966736
87192435,Onville,54410,54,49.0219227964,5.96885469896
87765107,Orange,84087,84,44.1289886741,4.8102765644
87718361,Orchamps,39396,39,47.1541048223,5.66817410395
87286583,Orchies,59449,59,50.4687603757,3.23905134058
87393447,Orgerus,78465,78,48.8371643236,1.69642909947
87753707,Orgon,13067,13,43.7795366458,5.02372240201
87296145,Origny-en-Thiérache,2574,2,49.886070985,4.01107006043
87543009,Orléans,45234,45,47.8822897622,1.91659518973
87546200,Orly,94054,94,48.7427945443,2.39497877301
87546226,Orly,94054,94,48.7427945443,2.39497877301
87271585,Ormoy-Villers,60479,60,49.1972274786,2.84639065743
87276279,Orry-la-Ville,60482,60,49.1408239142,2.50936957706
87276287,Orry-la-Ville,60482,60,49.1408239142,2.50936957706
87295667,Ors,59450,59,50.1053502922,3.63066432622
87672253,Orthez,64430,64,43.4942114028,-0.780247034617
87576322,Orval,18172,18,46.7221457385,2.46733243308
87381145,Osny,95476,95,49.0679416089,2.06310235774
87784868,Osséja,66130,66,42.3951938725,1.99707309999
87671313,Ossun,65344,65,43.1786052657,-0.0427212234003
87345249,Ostricourt,59452,59,50.4572183727,3.03312721121
87481184,Oudon,44115,44,47.3556304423,-1.27214295814
87712604,Ouges,21473,21,47.2605930461,5.07823718037
87722207,Oullins,69149,69,45.7152768722,4.80313361008
87743534,Oyonnax,1283,1,46.2611739415,5.65252241831
87116020,Ozoir-la-Ferrière,77350,77,48.7639413675,2.68023020969
87713669,Pagny-le-Château,21475,21,47.04997718,5.21141985361
87175828,Pagny-sur-Meuse,55398,55,48.689092699,5.73283466415
87192468,Pagny-sur-Moselle,54415,54,48.9882701957,6.01240786181
87473868,Paimpol,22162,22,48.7734128239,-3.0547765055
87611343,Pamiers,9225,9,43.1235219019,1.61560838723
87485524,Pamproux,79201,79,46.4115612292,-0.0433129805501
87113209,Pantin,93055,93,48.8985449259,2.40909876976
87694687,Paray-le-Monial,71342,71,46.4426015397,4.1125089549
87581710,Parempuyre,33312,33,44.953867515,-0.580426479679
87734194,Parent,63269,63,45.6238127367,3.22668523493
87111278,Paris,75056,75,48.8566149969,2.34291598135
87113001,Paris,75056,75,48.8566149969,2.34291598135
87271007,Paris,75056,75,48.8566149969,2.34291598135
87271023,Paris,75056,75,48.8566149969,2.34291598135
87271031,Paris,75056,75,48.8566149969,2.34291598135
87281873,Paris,75056,75,48.8566149969,2.34291598135
87281899,Paris,75056,75,48.8566149969,2.34291598135
87328328,Paris,75056,75,48.8566149969,2.34291598135
87381012,Paris,75056,75,48.8566149969,2.34291598135
87381020,Paris,75056,75,48.8566149969,2.34291598135
87381038,Paris,75056,75,48.8566149969,2.34291598135
87381046,Paris,75056,75,48.8566149969,2.34291598135
87381111,Paris,75056,75,48.8566149969,2.34291598135
87384008,Paris,75056,75,48.8566149969,2.34291598135
87391003,Paris,75056,75,48.8566149969,2.34291598135
87391102,Paris,75056,75,48.8566149969,2.34291598135
87393033,Paris,75056,75,48.8566149969,2.34291598135
87393041,Paris,75056,75,48.8566149969,2.34291598135
87393058,Paris,75056,75,48.8566149969,2.34291598135
87393066,Paris,75056,75,48.8566149969,2.34291598135
87393322,Paris,75056,75,48.8566149969,2.34291598135
87543181,Paris,75056,75,48.8566149969,2.34291598135
87543207,Paris,75056,75,48.8566149969,2.34291598135
87547000,Paris,75056,75,48.8566149969,2.34291598135
87547026,Paris,75056,75,48.8566149969,2.34291598135
87547307,Paris,75056,75,48.8566149969,2.34291598135
87547315,Paris,75056,75,48.8566149969,2.34291598135
87654798,Paris,75056,75,48.8566149969,2.34291598135
87686006,Paris,75056,75,48.8566149969,2.34291598135
87686030,Paris,75056,75,48.8566149969,2.34291598135
87686667,Paris,75056,75,48.8566149969,2.34291598135
87276527,Parmain,95480,95,49.1228710536,2.20109126858
87597724,Parsac-Rimondeix,23149,23,46.2032475635,2.13611938283
87746701,Passy,74208,74,45.9541156043,6.74002110849
87672006,Pau,64445,64,43.3200427585,-0.350142998119
87581256,Pauillac,33314,33,45.1988831758,-0.758179062839
87734293,Paulhaguet,43148,43,45.2184816737,3.51476140154
87734301,Paulhaguet,43148,43,45.2184816737,3.51476140154
87411272,Pavilly,76495,76,49.5757800944,0.946922007308
87595876,Pays de Belvès,24035,24,44.7486571216,0.994881849533
87184622,Pays-de-Clerval,25156,25,47.3900209791,6.50845128937
87756791,Peille,6091,6,43.8066482506,7.41150405787
87756783,Peillon,6092,6,43.7728922457,7.371901727
87192203,Peltre,57534,57,49.0721839598,6.2239468655
87586438,Penne-d'Agenais,47203,47,44.3794748749,0.838908387282
87286278,Pérenchies,59457,59,50.6700850306,2.96873045346
87595009,Périgueux,24322,24,45.1918725339,0.71192850324
87595504,Périgueux,24322,24,45.1918725339,0.71192850324
87592170,Pérols-sur-Vézère,19160,19,45.5757065289,2.0036250606
87784009,Perpignan,66136,66,42.6964416247,2.89897755903
87745620,Perrignier,74210,74,46.3059999571,6.43515665925
87276469,Persan,95487,95,49.1496181263,2.26939360289
87734459,Peschadoires,63276,63,45.8268098975,3.48051953212
87581751,Pessac,33318,33,44.7916542403,-0.676462280803
87581793,Pessac,33318,33,44.7916542403,-0.676462280803
87734103,Pessat-Villeneuve,63278,63,45.9229670126,3.15842882965
87184267,Petit-Croix,90077,90,47.6209510788,6.97385749921
87783266,Peyre en Aubrac,48009,48,44.6979963773,3.26867467974
87672337,Peyrehorade,40224,40,43.5586572984,-1.10711974981
87592428,Peyrilhac,87118,87,45.9620759868,1.12092927537
87574541,Pezou,41175,41,47.8683060538,1.1459000905
87286500,Phalempin,59462,59,50.5134100528,3.02245136812
87611830,Pibrac,31417,31,43.6277357447,1.26119578984
87313106,Picquigny,80622,80,49.9328299117,2.13943345119
87722231,Pierre-Bénite,69152,69,45.7017584143,4.82696730063
87592253,Pierre-Buffière,87119,87,45.6913348152,1.36098546784
87271163,Pierrefitte-sur-Seine,93059,93,48.9610623288,2.36321872762
87697326,Pierrefitte-sur-Seine,93059,93,48.9610623288,2.36321872762
87764308,Pierrelatte,26235,26,44.3608347991,4.68725263115
87276097,Pierrelaye,95488,95,49.0191045722,2.16034748949
87755389,Pignans,83092,83,43.2967648027,6.25396909859
87316679,Pihen-lès-Guînes,62657,62,50.871781686,1.79109012191
87276774,Pimprez,60492,60,49.5128082803,2.952146597
87296566,Pinon,2602,2,49.4884934192,3.46205670964
87618116,Pins-Justaret,31421,31,43.4822448864,1.39101620913
87485359,Plaine-d'Argenson,79078,79,46.1347812419,-0.479239282575
87393421,Plaisir,78490,78,48.8125307203,1.94683145416
87393629,Plaisir,78490,78,48.8125307203,1.94683145416
87473272,Plancoët,22172,22,48.5146025868,-2.21932976471
87784785,Planès,66142,66,42.4724829147,2.14544880946
87471177,Pléchâtel,35221,35,47.8751746925,-1.73410997047
87473082,Plénée-Jugon,22185,22,48.355686082,-2.41521379546
87478123,Plerguer,35224,35,48.5286880885,-1.84607499961
87473090,Plestan,22193,22,48.4146926154,-2.44133345609
87322347,Pleudaniel,22196,22,48.7619627715,-3.154469609
87478149,Pleudihen-sur-Rance,22197,22,48.5095154431,-1.94126248019
87474320,Pleyber-Christ,29163,29,48.5106724458,-3.87171209369
87476408,Ploemel,56161,56,47.6595282083,-3.07155834793
87473181,Plouaret,22207,22,48.6194903871,-3.48327240078
87473827,Plouëc-du-Trieux,22212,22,48.6721824131,-3.18759421334
87473538,Plougonver,22216,22,48.4850235676,-3.37481839963
87476267,Plouharnel,56168,56,47.6005157212,-3.12222638129
87476416,Plouharnel,56168,56,47.6005157212,-3.12222638129
87474411,Plouigneau,29199,29,48.5732973565,-3.70222325581
87473199,Plounérin,22227,22,48.5664954369,-3.54870508236
87473850,Plourivo,22233,22,48.7415087923,-3.09160036854
87473876,Plourivo,22233,22,48.7415087923,-3.09160036854
87473132,Plouvara,22234,22,48.4971485927,-2.92524031802
87476648,Pluneret,56176,56,47.678431527,-2.9458242253
87582734,Podensac,33327,33,44.6464696787,-0.358643209084
87115873,Poigny,77368,77,48.5451583902,3.27740464584
87386573,Poissy,78498,78,48.9234605809,2.02742126337
87575001,Poitiers,86194,86,46.5836451029,0.35957188029
87313395,Poix-de-Picardie,80630,80,49.7478750051,1.97939144136
87172171,Poix-Terron,8341,8,49.6442623701,4.65252140012
87761742,Poliénas,38310,38,45.2501210812,5.47994627481
87718189,Poligny,39434,39,46.8216026692,5.73250956948
87725846,Polliat,1301,1,46.2462605236,5.13802574134
87615146,Pomas,11293,11,43.1072139073,2.28080946813
87116277,Pommeuse,77371,77,48.8179065478,3.00647358449
87618058,Pommevic,82141,82,44.0944948399,0.93481764867
87141788,Pompey,54430,54,48.7729748909,6.11059678039
87491100,Pons,17283,17,45.5776246945,-0.55736548393
87141820,Pont-à-Mousson,54431,54,48.9217782078,6.053411128
87345264,Pont-à-Vendin,62666,62,50.4757906347,2.88746878345
87743120,Pont-d'Ain,1304,1,46.0542998028,5.34696031058
87474056,Pont-de-Buis-lès-Quimerch,29302,29,48.2744614294,-4.10761697902
87415661,Pont-de-l'Arche,27469,27,49.2911902414,1.14392202351
87725804,Pont-de-Veyle,1306,1,46.2631313455,4.88193763866
87586404,Pont-du-Casse,47209,47,44.2355014351,0.675357913518
87734087,Pont-du-Château,63284,63,45.7982085999,3.23986930774
87447185,Pont-Hébert,50409,50,49.1766839405,-1.17225716041
87444349,Pont-l'Évêque,14514,14,49.2891553016,0.185076474526
87473520,Pont-Melvez,22249,22,48.4743175165,-3.28497646926
87473579,Pont-Melvez,22249,22,48.4743175165,-3.28497646926
87313130,Pont-Remy,80635,80,50.0622480734,1.91440241465
87141523,Pont-Saint-Vincent,54432,54,48.609307608,6.07520100889
87276329,Pont-Sainte-Maxence,60509,60,49.3047796008,2.60861117208
87683136,Pont-sur-Yonne,89309,89,48.2788357935,3.19369506841
87715003,Pontarlier,25462,25,46.9120008072,6.38923723358
87116046,Pontault-Combault,77373,77,48.7868649156,2.61387573959
87747493,Pontcharra,38314,38,45.4198053276,6.02092376997
87481846,Pontchâteau,44129,44,47.4337556556,-2.09537110801
87394247,Pontgouin,28302,28,48.4914708428,1.14547594404
87276139,Pontoise,95500,95,49.0515779287,2.09457613938
87478263,Pontorson,50410,50,48.5605873026,-1.46878657662
87473835,Pontrieux,22250,22,48.6997962359,-3.15915387916
87473843,Pontrieux,22250,22,48.6997962359,-3.15915387916
87481283,Pornic,44131,44,47.1223930818,-2.05191456611
87481747,Pornichet,44132,44,47.2614568039,-2.31455592724
87478750,Port-Brillet,53182,53,48.1211713968,-0.964163948661
87753459,Port-de-Bouc,13077,13,43.4235319954,4.99207394076
87781062,Port-la-Nouvelle,11266,11,43.021474374,3.03822115713
87481218,Port-Saint-Père,44133,44,47.1409777448,-1.76789421031
87586107,Port-Sainte-Marie,47210,47,44.2603229192,0.374395459565
87784264,Port-Vendres,66148,66,42.5024371757,3.10428871595
87611509,Porté-Puymorens,66147,66,42.5553435136,1.83505424178
87611400,Portet-sur-Garonne,31433,31,43.528980369,1.40195435474
87582718,Portets,33334,33,44.6813359542,-0.42579511842
87745380,Pougny,1308,1,46.1449389238,5.95021910958
87696211,Pougues-les-Eaux,58214,58,47.0759031059,3.09681204933
87696179,Pouilly-sur-Loire,58215,58,47.2804581134,2.98219206476
87144428,Pouxeux,88358,88,48.0957216235,6.5651860816
87487314,Pouzauges,85182,85,46.7816077615,-0.828304502753
87784637,Prades,66149,66,42.6148718527,2.43068571013
87276410,Précy-sur-Oise,60513,60,49.2035879932,2.36189867631
87582767,Preignac,33337,33,44.5702701604,-0.309062548448
87276501,Presles,95504,95,49.1120574508,2.28673671844
87485268,Prin-Deyrançon,79220,79,46.2186139631,-0.646844839546
87343418,Prouvy,59475,59,50.3241208638,3.45706712334
87144345,Provenchères-et-Colroy,88361,88,48.3184190283,7.10218225003
87116160,Provins,77379,77,48.5629916112,3.28770082864
87171629,Prunay,51449,51,49.2143143007,4.17534472431
87576181,Pruniers-en-Sologne,41185,41,47.3404969462,1.67953268472
87576199,Pruniers-en-Sologne,41185,41,47.3404969462,1.67953268472
87755363,Puget-sur-Argens,83099,83,43.4719219599,6.68620845623
87382218,Puteaux,92062,92,48.883641309,2.23872737495
87382382,Puteaux,92062,92,48.883641309,2.23872737495
87594754,Puybrun,46229,46,44.9208610133,1.78676979161
87672279,Puyoô,64461,64,43.5363556174,-0.904253416442
87473058,Quédillac,35234,35,48.237792103,-2.14373327635
87476671,Questembert,56184,56,47.6639364606,-2.43650807589
87476457,Quiberon,56186,56,47.4879793517,-3.12276180296
87474098,Quimper,29232,29,47.9970983343,-4.09109886258
87476317,Quimperlé,29233,29,47.856152095,-3.55502125202
87721290,Quincieux,69163,69,45.9140850834,4.77364922841
87182717,Raedersheim,68260,68,47.8850914778,7.2778382912
87343319,Raismes,59491,59,50.4107966012,3.48958588146
87393314,Rambouillet,78517,78,48.6535442991,1.82640764512
87718338,Ranchot,39451,39,47.1588197366,5.71844080032
87317057,Rang-du-Fliers,62688,62,50.4197233105,1.63458264716
87182402,Ranspach,68262,68,47.9053022514,7.02183020427
87276212,Rantigny,60524,60,49.3337280673,2.43506103275
87144626,Raon-l'Étape,88372,88,48.4079117399,6.86041859764
87595223,Razac-sur-l'Isle,24350,24,45.160592732,0.614979001602
87295022,Recquignies,59495,59,50.2765376895,4.04834694378
87215079,Réding,57566,57,48.74944533,7.10411364363
87471300,Redon,35236,35,47.6612165696,-2.08016393656
87721050,Régny,42181,42,45.9969687829,4.21365457248
87213249,Reichshoffen,67388,67,48.9375138635,7.67590170965
87571455,Reignac-sur-Indre,37192,37,47.2230215151,0.916612678464
87746511,Reignier-Ésery,74220,74,46.1356285471,6.26125387648
87171009,Reims,51454,51,49.2517257185,4.04015405313
87171272,Reims,51454,51,49.2517257185,4.04015405313
87417444,Reims,51454,51,49.2517257185,4.04015405313
87193623,Rémelfing,57568,57,49.0893728726,7.08529477034
87192237,Rémilly,57572,57,49.0068896128,6.38906897264
87144451,Remiremont,88383,88,48.0015017732,6.58165974494
87313403,Remy,60531,60,49.4347348672,2.70310300184
87281451,Renescure,59497,59,50.7354444036,2.37844965128
87334508,Rennes,35238,35,48.1116807759,-1.68186848635
87471003,Rennes,35238,35,48.1116807759,-1.68186848635
87471391,Rennes,35238,35,48.1116807759,-1.68186848635
87172270,Rethel,8362,8,49.5137616472,4.38364008392
87471359,Retiers,35239,35,47.9058166339,-1.34375063092
87734749,Retournac,43162,43,45.2192131147,4.02827558992
87597039,Reuilly,36171,36,47.080019771,2.01055817989
87175018,Revigny-sur-Ornain,55427,55,48.8269948627,4.97712130183
87172080,Revin,8363,8,49.9344233698,4.69207828619
87481036,Rezé,44143,44,47.1766550564,-1.55000901753
87784660,Ria-Sirach,66161,66,42.6128796684,2.38894589386
87276766,Ribécourt-Dreslincourt,60537,60,49.5221724922,2.91844142207
87213462,Riedseltz,67400,67,48.9887657885,7.94870192325
87276352,Rieux,60539,60,49.3001181354,2.51202715139
87723502,Rillieux-la-Pape,69286,69,45.8204331852,4.89884374114
87723700,Rillieux-la-Pape,69286,69,45.8204331852,4.89884374114
87171595,Rilly-la-Montagne,51461,51,49.1633086915,4.04633993945
87317339,Rinxent,62711,62,50.8074307565,1.74018288883
87734053,Riom,63300,63,45.89435084,3.13259102341
87681338,Ris-Orangis,91521,91,48.6456083749,2.408188696
87681346,Ris-Orangis,91521,91,48.6456083749,2.408188696
87681353,Ris-Orangis,91521,91,48.6456083749,2.408188696
87571653,Rivarennes,37200,37,47.2517497605,0.361966050089
87726331,Rive-de-Gier,42186,42,45.5223823365,4.60972388908
87747246,Rives,38337,38,45.3606564184,5.48684867735
87784173,Rivesaltes,66164,66,42.7789338811,2.87685294555
87182071,Rixheim,68278,68,47.749807773,7.4071632421
87726802,Roanne,42187,42,46.0451739779,4.0799814827
87613042,Rocamadour,46240,46,44.8149040585,1.62199936905
87718403,Roche-lez-Beaupré,25495,25,47.2813667392,6.10758477929
87485144,Rochefort,17299,17,45.9428849637,-0.972199320352
87313601,Rochy-Condé,60542,60,49.4040581407,2.18826633705
87613422,Rodez,12202,12,44.358691535,2.5668695878
87753251,Rognac,13081,13,43.4969697117,5.23116631907
87116038,Roissy-en-Brie,77390,77,48.7897795396,2.66095298257
87001479,Roissy-en-France,95527,95,49.0066574333,2.51369970215
87271494,Roissy-en-France,95527,95,49.0066574333,2.51369970215
87413740,Rolleville,76534,76,49.5783894748,0.210471787217
87725739,Romanèche-Thorins,71372,71,46.1899572441,4.74323947476
87761650,Romans-sur-Isère,26281,26,45.0548427481,5.03819322877
87191734,Rombas,57591,57,49.2439618094,6.08709293972
87192070,Rombas,57591,57,49.2439618094,6.08709293972
87387175,Romilly-la-Puthenaye,27492,27,49.013776203,0.837987692092
87118158,Romilly-sur-Seine,10323,10,48.5186526817,3.72154819081
87576025,Romorantin-Lanthenay,41194,41,47.3747594259,1.7443320845
87576173,Romorantin-Lanthenay,41194,41,47.3747594259,1.7443320845
87699223,Romorantin-Lanthenay,41194,41,47.3747594259,1.7443320845
87185314,Ronchamp,70451,70,47.7162575061,6.634602304
87286534,Ronchin,59507,59,50.6048420032,3.09243310764
87212415,Roppenheim,67409,67,48.8374624189,8.06726912561
87338590,Roquebrune-Cap-Martin,6104,6,43.7640137663,7.4584599732
87756460,Roquebrune-Cap-Martin,6104,6,43.7640137663,7.4584599732
87756478,Roquebrune-Cap-Martin,6104,6,43.7640137663,7.4584599732
87781542,Roqueredonde,34233,34,43.7960084303,3.20792585377
87781559,Roqueredonde,34233,34,43.7960084303,3.20792585377
87474635,Roscoff,29239,29,48.7119661065,-3.98868654507
87214320,Rosheim,67411,67,48.4899963211,7.41067496933
87141127,Rosières-aux-Salines,54462,54,48.5920711492,6.33446488181
