gares,total_2018,latitude,longitude
LAVAL,1340455,48.076206,-0.760907
LAVAUFRANCHE,421,46.321286900000004,2.2700972000000004
LAVAUR,121098,43.703478999999994,1.813146
LAVILLEDIEU,9992,44.035518599999996,1.2149646
LE BREUIL SUR COUZE,20625,45.4670838,3.2621477999999997
LE BUGUE,10156,44.905689200000005,0.942795
LE BUISSON,43165,44.847229999999996,0.9081756
LE CATEAU,21113,50.091460600000005,3.5400454
LE CENDRE ORCET,118959,45.723796,3.188666
LE CHAMBON FEUGEROLLES,28741,45.3947427,4.322382299999999
LE COTEAU,77133,46.023984000000006,4.086248
LE CREUSOT,120327,46.807815000000005,4.4304403
LE CROISIC,103756,47.289836,-2.5074419999999997
LE DORAT,17164,46.2110908,1.0793363999999999
LE GRAND JARDIN,27263,49.15058270000001,0.2271143
LE GRAND LEMPS,91910,45.3966261,5.4231117
LE HAVRE,1651915,49.492996000000005,0.125677
LE HAVRE GRAVILLE,1484,49.4998007,0.16085510000000003
LE LIORAN,22312,45.0905458,2.7533365
LE MANS,4916622,47.995689,0.192578
LE MERLERAULT,521,48.7024888,0.28321690000000005
LE MOLAY LITTRY,19002,49.2493263,-0.8809741
LE PALLET,183384,47.143831,-1.346898
LE PEAGE DE ROUSSILLON,799488,45.371796999999994,4.795401999999999
LE PLESSIS BELLEVILLE,615627,49.095903299999996,2.7448072999999997
LE POULIGUEN,70391,47.282540399999995,-2.4331446
LE PUY EN VELAY,232241,45.042866,3.892421
LE QUESNOY,393995,50.250209999999996,3.64552
LE ROUGET,9298,44.8565391,2.2355042999999997
LE TEICH,214704,44.632507000000004,-1.025556
LE TEIL,4794,44.552528499999994,4.685992
LE THOR,38304,43.9265047,4.9962663
LE TOEC,3553,43.5956037,1.4014496
LE VALDAHON,150733,47.14975,6.342275
LE VALDAHON CAMP MILITAIRE,3377,47.151045200000006,6.3148621
LE VIEUX BRIOLLAY,20784,47.5739696,-0.48293959999999997
LENS,1495770,50.426818,2.8282540000000003
LENTILLY,313126,45.82163,4.667103
LES ARCS DRAGUIGNAN,744501,43.455524,6.4824980000000005
LES BARDYS,4371,45.9046873,1.377389
LES CABANNES,6572,42.7862854,1.6862985000000001
LES CAUQUILLOUS,9895,43.7340198,1.7546798
LES ECHETS,146987,45.8746675,4.9108215
LES EYZIES,17280,44.9411916,1.0081942
LES FLACHERES,1432,45.7774345,4.7541523
LES FONTINETTES,25605,50.940831,1.8496343000000002
LES HOUCHES,19264,45.8935639,6.796924000000001
LES LAUMES ALESIA,159684,47.543054,4.4626019999999995
LES MOUTIERS EN RETZ,14809,47.061898299999996,-2.0009628
LES PERRIERES,746,47.0055213,3.1467144
LES QUATRE ROUTES,1383,44.9974864,1.6439066999999998
LES RAMASSIERS,6410,43.6024594,1.3528031999999999
LES ROSIERS SUR LOIRE,53053,47.3625386,-0.2205371
LES SABLES D'OLONNE,386709,46.499916999999996,-1.78105
LESPARRE,86740,45.3035166,-0.9454014999999999
LESQUIN,167601,50.59068,3.1177099999999998
LEUCATE LA FRANQUI,53643,42.9327725,3.0128555
LEXOS,6027,44.142395799999996,1.8851014
LEZOUX,74855,45.821217499999996,3.385986
LIBERCOURT,771411,50.48025,3.00867
LIBOURNE,1239181,44.915888,-0.236344
LIGUGE,6316,46.5203091,0.33317329999999995
LILLE CHR,239606,50.61432,3.03432
LILLE FLANDRES,19284090,50.636577,3.06987
LILLERS,210324,50.56163,2.47903
LIMOGES BENEDICTINS,1458785,45.836089,1.267356
LIMOGES MONTJOVIS,13720,45.8384117,1.2514147
LIMOUX,4776,43.0563831,2.2228288
LIMOUX FLASSIAN,1621,43.0684511,2.2182832
LISIEUX,1070435,49.138298999999996,0.231143
LISLE SUR TARN,64558,43.856390000000005,1.80823
LISON,190364,49.226834000000004,-1.050339
LIVRON,48642,44.7796035,4.830541200000001
LOCHES,220117,47.130464,1.000467
LONGAGES NOE,85589,43.3563239,1.2519528999999998
LONGUEAU,439365,49.863440000000004,2.35215
LONGUERUE VIEUX MANOIR,11120,49.5566781,1.2762275
LONGUEVILLE SUR SCIE,24211,49.7917558,1.1103433999999999
LONS LE SAUNIER,327804,46.66858,5.551108
LOOS LEZ LILLE,28581,50.6128165,3.0170581000000003
LORIOL,45255,44.7544973,4.8171679
LOUHANS,26942,46.6309,5.2174853
LOULAY,1071,46.043516499999996,-0.5017524999999999
LOURDES,375349,43.10037,-0.042174
LOURES BARBAZAN,1101,43.021075,0.6104494
LOUROUX DE BOUBLE,1573,46.2241289,2.9849368
LOUVERNE,968,48.1088564,-0.7144109000000001
LOZANNE,270352,45.85414,4.681501
LUC EN DIOIS,6384,44.6136615,5.4546227
LUC PRIMAUBE,4749,44.2913982,2.5544751
LUCHON,23722,42.7972746,0.5964686
LUCON,55019,46.4638232,-1.1674216999999998
LUDON,37270,44.9744015,-0.6118009
LUNEL,629093,43.679392,4.131086
LUNEL VIEL,4499,43.6811729,4.0937398
LURE,169657,47.683269,6.4925787
LUS LA CROIX HAUTE,4526,44.6709898,5.6973678
LUSIGNAN,42193,46.435494899999995,0.11655499999999999
LUSSAC LES CHATEAUX,19520,46.4051106,0.7186918000000001
LUXEUIL LES BAINS,21188,47.8148606,6.3726593000000005
LUZENAC GARANOU,8507,42.7642849,1.7531248
LUZY,25180,46.79407929999999,3.9693245000000004
LYON GORGE DE LOUP,646409,45.766078,4.804631
LYON JEAN MACE,857555,45.74495,4.8413900000000005
LYON PART DIEU,32537822,45.760559,4.859355
LYON PERRACHE,5678086,45.748476000000004,4.8257330000000005
LYON VAISE,568689,45.779938,4.80396
MACAU,44811,45.0040981,-0.6200068
MACHECOUL,66000,46.99050379999999,-1.8227523999999997
MACHILLY,17101,46.2512825,6.3282335
MAINTENON,1186265,48.585479299999996,1.5920651000000001
MALAUNAY LE HOULME,80870,49.513333100000004,1.0395775999999999
MANDELIEU LA NAPOULE,100620,43.523903000000004,6.941313
MANOSQUE GREOUX LES BAINS,110502,43.8231945,5.7933240999999995
MARCHEPRIME,374402,44.690543,-0.8538100000000001
MAREUIL SUR OURCQ,98697,49.13554179999999,3.075653
MARGAUX,27648,45.035830700000005,-0.6854145
MARLE SUR SERRE,49286,49.747192,3.7695800999999998
MARLIEUX CHATILLON,102360,46.0638765,5.0731097
MARMAGNE,5714,47.1001505,2.2819971000000003
MARMANDE,419848,44.503019,0.168044
MAROEUIL,13588,50.322603,2.6983279
MARSEILLE BLANCARDE,424347,43.29614391,5.406559
MARTIGUES,41142,43.3929209,5.0257804
MARVEJOLS,21787,44.54468189999999,3.2810718
MASSERAC,10227,47.6745316,-1.9144441000000003
MASSERET,4757,45.536175,1.5415396000000001
MASSIAC BLESLE,29593,45.253769500000004,3.1965517999999995
MAUBEUGE,477615,50.27298,3.96677
MAURS,11296,44.706154299999994,2.1995656
MAUVES SUR LOIRE,18128,47.293021100000004,-1.3893042
MAUZE,67241,46.1995881,-0.6737264000000001
MAZAMET,48875,43.497784700000004,2.3747346
MENDE,26699,44.522321999999996,3.5019875
MENTON,1704152,43.774444,7.4933
MENTON GARAVAN,196796,43.785202000000005,7.517297
MER,213117,47.705859999999994,1.506373
MERENS LES VALS,2318,42.6594883,1.8371278000000002
MERENVIELLE,61334,43.6365051,1.1503303
MERU,804890,49.23233,2.13254
MESSAC GUIPRY,228442,47.82225,-1.8182200000000002
MESVES BULCY,3006,47.2420755,3.0065174999999997
MEURSAULT,16723,46.96904970000001,4.7954444
MEXIMIEUX PEROUGES,681491,45.901615,5.193534
MEYMAC,17328,45.5302313,2.1640905
MEYRARGUES,55461,43.6440076,5.539573799999999
MEZERIAT,41173,46.2350502,5.046622
MILLAU,50825,44.102344,3.07457
MINIAC,371,48.531513399999994,-1.9147869999999998
MIONNAY,90023,45.8966784,4.919752
MIRAMAS,617949,43.580704,5.000264
MIRIBEL,274363,45.822088,4.95394
MODANE,205051,45.193365,6.658161
MOIRANS,663292,45.322185,5.581915
MOIRANS LA GALIFETTE,163353,45.324154,5.565169999999999
MOISSAC,66280,44.1024178,1.077345
MONESTIER DE CLERMONT,23908,44.911996,5.6339702
MONETEAU GURGY,16274,47.8507856,3.5798071000000005
MONISTROL D'ALLIER,1382,44.9696648,3.6500424
MONNAIE,32319,47.498749100000005,0.7932851
MONSEMPRON LIBOS,35246,44.486631,0.9412277
MONT DE MARSAN,316906,43.884898,-0.50466
MONTARGIS,1645443,48.006862,2.742783
MONTASTRUC LA CONSEILLERE,117848,43.715984999999996,1.5979
MONTATAIRE,32123,49.2510365,2.4362155
MONTAUBAN DE BRETAGNE,174436,48.190241,-2.052675
MONTAUBAN VILLE BOURBON,967481,44.014387,1.341496
MONTAUDRAN,22343,43.5734591,1.4804356
MONTAUT BETHARRAM,246,43.1269731,-0.1982813
MONTBARD,362914,47.618747,4.33616
MONTBARTIER,43759,43.9241555,1.264501
MONTBRISON,136654,45.604454,4.078282
MONTCEAU LES MINES,53885,46.6706636,4.3610264
MONTCHANIN,69086,46.7592649,4.4814867
MONTENDRE,39578,45.280545700000005,-0.3961726
MONTEROLIER BUCHY,33488,49.6031854,1.3347457
MONTFAVET,23635,43.932635,4.873943
MONTFERRAND THORAISE,2320,47.1847414,5.9074815
MONTFORT LE GESNOIS,42605,48.0405657,0.4064237
MONTFORT SUR MEU,361647,48.138878000000005,-1.949141
MONTIVILLIERS,23296,49.5429758,0.189426
MONTLAUR,2600,43.475240500000005,1.5776454
MONTLUEL,454540,45.847770000000004,5.057503
MONTMELIAN,457599,45.503059,6.043289
MONTMOREAU,10751,45.398298700000005,0.1380013
MONTMORILLON,32379,46.4174979,0.8737466999999999
MONTPAON,192,43.8685236,3.1097221
MONTPON MENESTEROL,128349,45.006326,0.159328
MONTRABE,36713,43.6450204,1.5240482
MONTREJEAU GOURDAN POLIGNAN,112009,43.078109000000005,0.5735
MONTREUIL BELLAY,5807,47.125418100000005,-0.14828339999999998
MONTREUIL SUR ILLE,247309,48.307292,-1.6741549999999998
MONTRICHARD,79629,47.3437658,1.1717596000000001
MONTROC LE PLANET,4196,45.996415,6.9345425
MONTROND LES BAINS,100717,45.644428999999995,4.248814
MONTS,127149,47.2818,0.6544800000000001
MONTVILLE,137586,49.551284,1.0700459999999998
MORANNES,49119,47.7390902,-0.41796930000000004
MORCENX,147913,44.033565,-0.90864
MOREZ,22414,46.526216600000005,6.023578
MORGNY,21282,49.523218299999996,1.2478526
MORLAIX,551004,48.57797,-3.8325139999999998
MORRE,10191,47.2259417,6.0673029000000005
MORTEAU,138713,47.053727,6.604653
MOTTEVILLE,82013,49.6365717,0.8497988000000001
MOUCHARD,97303,46.976911,5.799644
MOULINS SUR ALLIER,677474,46.561346,3.3388419999999996
MOULIS LISTRAC,21411,45.084027299999995,-0.7447365
MOULT ARGENCES,52825,49.1111851,-0.1864355
MURAT,16401,45.109148299999994,2.8696045
MURET,647461,43.464824,1.324449
MUSSIDAN,157079,45.034329,0.354071
NAJAC,6466,44.221802000000004,1.9761625
NANTES,11811037,47.216148,-1.5423559999999998
NANTEUIL LE HAUDOUIN,410324,49.14275,2.7945900000000004
NANTIAT,14570,46.005619200000005,1.1563733999999999
NARBONNE,1225596,43.190387,3.0059099999999996
NAUCELLE,13756,44.1854793,2.3635040000000003
NEGRONDES,1607,45.34602879999999,0.8611999
NEUSSARGUES,22999,45.1253044,2.9791866000000002
NEVERS,818644,46.987282,3.150743
NEVERS LE BANLAY,47715,47.0068974,3.1636746
NEXON,47463,45.6915692,1.1784396000000001
NICE PONT MICHEL,20167,43.72254,7.29142
NICE RIQUIER,2116248,43.705554,7.290175
NIEPPE,84376,50.6966975,2.8289655
NIEUL,1458,45.9273896,1.1723974
NIOLON,29873,43.340222999999995,5.2569415
NIORT,1166545,46.319491,-0.454639
NIVERSAC,7633,45.1383083,0.8082195
NOGENT L'ARTAUD CHARLY,436323,48.968872,3.3220981
NOMAIN,4315,50.5023744,3.2063499
NONANCOURT,9831,48.7757257,1.1929162
NOYEN,73388,47.8744544,-0.0981755
NOYON,534211,49.57736,3.00641
NUITS SOUS RAVIERES,27520,47.729114200000005,4.211186
NURIEUX,18300,46.1842195,5.5327486
OBJAT,4329,45.264733500000006,1.4068293
OGEU LES BAINS,7030,43.153939,-0.5076467
OISSEL,343687,49.343059999999994,1.101799
OLLIOULES SANARY SUR MER,336111,43.122586,5.824979
OLONNE SUR MER,8271,46.5486605,-1.76738
ONDRES,8719,43.5685809,-1.4571793
ORANGE,378570,44.137304,4.819594
ORCHAMPS,46845,47.15009620000001,5.659147
ORCHIES,923264,50.47705,3.2488799999999998
ORGON,9489,43.7859131,5.045673799999999
ORLEANS,3436479,47.907959999999996,1.904666
ORRY LA VILLE COYE,1465485,49.13895,2.49
ORTHEZ,151117,43.484242,-0.76776
OUDON,109963,47.343365500000004,-1.291992
OULLINS,146425,45.7166261,4.8135793
OYONNAX,89149,46.259741999999996,5.653338
PAGNY,10308,47.046249200000005,5.2010538
PAIMPOL,59474,48.77694,-3.0460958
PAMIERS,267380,43.116207,1.619451
PARAY LE MONIAL,116990,46.447312,4.1137440000000005
PAREMPUYRE,34682,44.9447032,-0.6193396
PARENT COUDES CHAMPEIX,55894,45.6139737,3.2178245
PAS DES LANCIERS,111945,43.409655,5.253822
PAU,725078,43.291762,-0.369626
PAUILLAC,60960,45.203843799999994,-0.7551342
PAULHAGUET,1246,45.210197799999996,3.5004445
PAVILLY,159916,49.563897,0.950644
PEILLE,9778,43.7920239,7.3800257
PENHOET,33875,47.290744399999994,-2.2008664000000002
PERENCHIES,71974,50.66697,2.97729
PERIGUEUX,767758,45.187408000000005,0.707879
PERPIGNAN,1370425,42.696292,2.879779
PERRIGNIER,43735,46.303259000000004,6.4249208
PERTUIS,16784,43.6845547,5.5037023000000005
PESSAC,830270,44.80461,-0.63185
PEYREHORADE,15140,43.5468102,-1.1157576999999999
PHALEMPIN,304017,50.5154,3.0199
PIBRAC,107356,43.621364,1.2892370000000002
PIERRE BUFFIERE,17974,45.6995226,1.3472667
PIERRELATTE,258083,44.374719,4.7037830000000005
PINS JUSTARET,139920,43.479213,1.399645
PLANCOET,11125,48.5216785,-2.2289207
PLOUARET TREGOR,108058,48.6062816,-3.4668231
PODENSAC,73778,44.6489664,-0.35890570000000005
POITIERS,3010346,46.582275,0.333241
POLIGNY,76978,46.8443393,5.7001051
POLLIAT,5416,46.244640000000004,5.1238268
PONS,25663,45.578076700000004,-0.5389124
PONT D'AIN,21678,46.053961,5.334328500000001
PONT DE BEAUVOISIN,165824,45.524636,5.680772
PONT DE BUIS,12148,48.2544024,-4.0861227
PONT DE DORE,55333,45.8427833,3.4903254
PONT DE L'ARCHE,7213,49.3170928,1.1596559
PONT DE VEYLE,38597,46.2679114,4.8930347
PONT DU CASSE,573,44.2328145,0.6758568
PONT DU CHATEAU,44687,45.788554299999994,3.2377828999999996
PONT L'EVEQUE,94065,49.287037899999994,0.19219470000000002
PONT SUR YONNE,84924,48.286287,3.201463
PONTARLIER,175873,46.900944,6.353524
PONTCHATEAU,212620,47.435399,-2.0882009999999998
PONTGIBAUD,417,45.8210001,2.8458031000000004
PONTGOUIN,17267,48.477866999999996,1.1414358999999998
PONTMORT,16232,45.939485999999995,3.1601248
PONTRIEUX,5835,48.7056437,-3.1574281
PONTRIEUX HALTE,3350,48.6980361,-3.1644959
PORNIC,111603,47.1145616,-2.0975565
PORNICHET,120557,47.2705354,-2.3445765
PORT BRILLET,59807,48.1106724,-0.9740681999999999
PORT DE BOUC,44933,43.4071317,4.984600599999999
PORT LA NOUVELLE,71159,43.0199342,3.0388188
PORTE PUYMORENS,2777,42.539136,1.8248461999999999
PORTETS,101476,44.6929765,-0.42539309999999997
POUGNY CHANCY,5158,46.1446674,5.9613614
POUGUES LES EAUX,12061,47.07678370000001,3.0940304
POUILLY SUR LOIRE,7249,47.2821696,2.9660634
POUZAUGES,737,46.7523536,-0.8146784
PRECY SUR OISE,77790,49.203349200000005,2.3764638
PREIGNAC,4025,44.5783064,-0.3022296
PUGET VILLE,16446,43.283085,6.1384483
PUYOO,35064,43.524542499999995,-0.9108149
QUESNOY SUR DEULE,1248,50.708136100000004,2.9952832000000003
QUESTEMBERT,130897,47.6831803,-2.4496002
QUILLAN,9141,42.873960700000005,2.1815581
QUIMPER,951271,47.994455,-4.092103
QUIMPERLE,269283,47.869375,-3.552693
QUINCIEUX,63708,45.9068815,4.778564299999999
RAISMES,42094,50.3902495,3.4788322
RANCHOT,54018,47.1525633,5.7246607
RANGUIN,58424,43.5691636,6.969313400000001
RASSUEN,2946,43.4966716,4.9731266
RECQUIGNIES,6514,50.2840466,4.0445029
REDON,723108,47.652004,-2.08777
REGNY,39049,45.987705,4.2150753
REIGNIER,30905,46.1256159,6.267546599999999
RENESCURE,22340,50.732006,2.3713644
RENNES,10418643,48.103517,-1.6727439999999998
RETIERS,38574,47.9132599,-1.3898438999999998
RETOURNAC,40933,45.201346799999996,4.036116900000001
REZE PONT ROUSSEAU,176216,47.1932425,-1.5495444999999999
RIEUX ANGICOURT,128734,49.29866,2.5214
RIOM CHATEL GUYON,831471,45.889965000000004,3.120498
RIVARENNES,19409,47.2677425,0.36189990000000005
RIVE DE GIER,658605,45.524324,4.606648000000001
RIVES,320734,45.357535,5.491893
ROANNE,852143,46.039383,4.063207
ROCAMADOUR PADIRAC,5726,44.818356200000004,1.6573487
ROCHEFORT,400533,45.947189,-0.963556
RODEZ,162690,44.362633,2.5805599999999997
ROGNAC,205256,43.4866,5.230666
ROMANS BOURG DE PEAGE,335904,45.048857,5.0498
ROMILLY LA PUTHENAYE,11751,49.0039213,0.8548621
RONCHAMP,30923,47.699030799999996,6.6232790999999995
RONCHIN,41638,50.604566399999996,3.0783734000000003
ROSPORDEN,141427,47.960273,-3.832763
ROSULT,63529,50.456366700000004,3.3490114999999996
ROUBAIX,186867,50.695609999999995,3.16348
ROUEN RIVE DROITE,5808945,49.448764000000004,1.094087
ROUMAZIERES LOUBERT,3106,45.889348299999995,0.5789743
ROYAN,182523,45.625886,-1.0167030000000001
RUE,99067,50.27308,1.6757
RUELLE,3501,45.6764185,0.2213325
RUMILLY,551816,45.862989,5.947938
SABLE SUR SARTHE,555714,47.8415934,-0.3419359
SAILLANS,9770,44.6944365,5.1940397
SAIN BEL,176680,45.811097,4.6012445
SAINCAIZE,909,46.9314165,3.0718704
SAINS DU NORD,53732,50.0889485,4.0016955
SAINT AGNAN,933,46.5020038,3.8788002
SAINT AGNE,918005,43.579674,1.450209
SAINT AMAND LES EAUX,726583,50.44331,3.41952
SAINT AMOUR,43525,46.4338244,5.3341853
SAINT ANDRE DE CORCY,230575,45.925911,4.948846
SAINT ANDRE DE CUBZAC,489496,44.991254999999995,-0.440479
SAINT ANDRE LE GAZ,140911,45.544518,5.524187
SAINT ANTOINE,33061,43.3695993,5.3578102
SAINT ANTOINE DE BREUILH,4979,44.846687700000004,0.15195999999999998
SAINT ASTIER,132628,45.139027,0.5228079999999999
SAINT AUBIN SUR SCIE,10580,49.8717479,1.0666642
SAINT BONNET DE ROCHEFORT,5543,46.148379600000005,3.1393877
SAINT BRIEUC,1235284,48.50758,-2.765
SAINT CESAIRE,12823,43.8133863,4.3276399
SAINT CHAMAS,64155,43.551157700000005,5.0402963
SAINT CHAMOND,620745,45.472570000000005,4.51695
SAINT CHELY D'APCHER,37726,44.8017375,3.2706895
SAINT CHRISTOPHE,5040,44.464619,2.4077585
SAINT CLAIR LES ROCHES,491215,45.450392,4.769707
SAINT CYPRIEN ARENES,229435,43.593438,1.417986
SAINT DALMAS DE TENDE,4602,44.055820000000004,7.5834505000000005
SAINT DENIS DE PILE,27509,44.9786053,-0.1980825
SAINT EMILION,89643,44.8811665,-0.1592003
SAINT ERME,72014,49.5269865,3.8576502
SAINT ETIENNE BELLEVUE,112336,45.417128000000005,4.392734
SAINT ETIENNE CARNOT,111406,45.446976,4.385317
SAINT ETIENNE CHATEAUCREUX,3387131,45.443366,4.399722
SAINT ETIENNE DE MONTLUC,83765,47.2747167,-1.7857107
SAINT ETIENNE DU ROUVRAY,25943,49.3771553,1.1095673000000001
SAINT ETIENNE LA TERRASSE,92732,45.464843,4.379601
SAINT ETIENNE LE CLAPIER,44812,45.4371122,4.3782267
SAINT FLORENTIN VERGIGNY,60389,47.981058000000004,3.731036
SAINT FONS,54319,45.7058114,4.8525663
SAINT GAUDENS,181915,43.105034,0.729104
SAINT GEORGES D'AURAC,4070,45.1605341,3.4947035000000004
SAINT GEORGES DE COMMIERS,2002,45.0437667,5.701787400000001
SAINT GEORGES DE RENEINS,57702,46.062195200000005,4.7188908
SAINT GEOURS,7146,43.6713719,-1.2412598999999997
SAINT GERMAIN AU MONT D'OR,350384,45.888352000000005,4.804265
SAINT GERMAIN DES FOSSES,111599,46.209185,3.430614
SAINT GERMAIN LES BELLES,13497,45.6098703,1.4800396999999998
SAINT GERMAIN SUR ILLE,45270,48.2394802,-1.6541804
SAINT GILLES CROIX DE VIE,99438,46.696466,-1.941296
SAINT HILAIRE BRIZAMBOURG,306,45.85007,-0.5347155
SAINT HILAIRE DE CHALEONS,20289,47.1057704,-1.8650604
SAINT JEAN D'ANGELY,35005,45.9407739,-0.5097829
SAINT JEAN DE LOSNE,49342,47.0997302,5.2441226
SAINT JEAN DE MAURIENNE ARVAN,282650,45.277542,6.354716000000001
SAINT JEAN PIED DE PORT,50058,43.167939399999995,-1.2380129
SAINT JULIEN DU SAULT,26061,48.0269195,3.302688
SAINT JULIEN EN GENEVOIS,152415,46.142044,6.0855358
SAINT JUNIEN,17115,45.8813844,0.9004849
SAINT LAURENT DU VAR,702731,43.662451000000004,7.194413000000001
SAINT LAURENT EN GRANDVAUX,12442,46.574797499999995,5.9512119000000006
SAINT LEU D'ESSERENT,118327,49.2140819,2.4177845000000002
SAINT LO,186638,49.116975,-1.099525
SAINT LOUBES,74088,44.9224009,-0.43330559999999996
SAINT MALO,1135793,48.646859,-2.0041580000000003
SAINT MARCEL EN DOMBES,67676,45.9503701,4.9775148
SAINT MARTIN D'ONEY,41402,43.9301115,-0.6516933000000001
SAINT MARTIN DU MONT,3486,46.095871,5.3030029999999995
SAINT MARTIN DU VIVIER,4133,49.470415100000004,1.1615438
SAINT MAURICE DE BEYNOST,178954,45.827421,4.976986
SAINT MEDARD DE GUIZIERES,36412,45.0155723,-0.0488253
SAINT MICHEL VALLOIRE,89374,45.216916,6.4719135
SAINT NAZAIRE,851047,47.286412,-2.211096
SAINT OMER,865702,50.753620399999996,2.2667624
SAINT PAUL DE VARAX,81357,46.1000331,5.128204599999999
SAINT PERAY,3080,44.94771,4.85035
SAINT PIERRE D'ALBIGNY,107951,45.557396999999995,6.156151
SAINT PIERRE D'AURILLAC,5491,44.575245200000005,-0.1876216
SAINT PIERRE DU VAUVRAY,2637,49.2339135,1.2248947000000001
SAINT PIERRE LA COUR,63282,48.113596799999996,-1.0252972
SAINT PIERRE LE MOUTIER,8263,46.793237299999994,3.1117427
SAINT PIERRE SUR DIVES,37490,49.0231057,-0.040585500000000004
SAINT POL SUR TERNOISE,165659,50.379129999999996,2.3393900000000003
SAINT PRIEST,129393,45.686659000000006,4.934242
SAINT QUENTIN,1082819,49.840048200000005,3.2970089
SAINT RAMBERT D'ALBON,271816,45.297796999999996,4.810849
SAINT RAMBERT EN BUGEY,12328,45.94733970000001,5.4386220000000005
SAINT RAPHAEL VALESCURE,1007163,43.423559999999995,6.769083
SAINT ROMAIN LE PUY,40735,45.55455429999999,4.1208275
SAINT ROME DE CERNON,1755,44.013981,2.9673743999999997
SAINT SAVIOL,28325,46.1470046,0.2179
SAINT SEBASTIEN,4003,46.385993799999994,1.5466809
SAINT SEBASTIEN FRENE ROND,26294,47.190391399999996,-1.4957437
SAINT SEBASTIEN PAS ENCHANTES,31292,47.2069513,-1.5109069
SAINT SEURIN SUR L'ISLE,109771,45.011407500000004,-0.0026606
SAINT SULPICE IZON,69468,44.9142742,-0.392135
SAINT SULPICE LAURIERE,33281,46.046918299999994,1.4762218
SAINT VALLIER SUR RHONE,257641,45.186395000000005,4.81439
SAINT VICTOR,13998,49.6770346,1.1097122
SAINT VICTOR THIZY,19050,46.002478100000005,4.2810245
SAINT VICTURNIEN,1825,45.876588700000006,1.0095737
SAINT VINCENT DE TYROSSE,145525,43.657736,-1.3064930000000001
SAINT VIT,117759,47.183507,5.809057
SAINTE BAZEILLE,884,44.5326935,0.09312689999999998
SAINTE FOY LA GRANDE,171919,44.836886,0.221519
SAINTE MARTHE EN PROVENCE,24839,43.3392414,5.390412
SAINTE PAZANNE,176137,47.1055419,-1.8138743999999998
SAINTES,454350,45.748740000000005,-0.6179
SALBRIS,199767,47.42522,2.04778
SALECHAN SIRADAN,216,42.963309100000004,0.6312525999999999
SALON,213132,43.639061,5.088569000000001
SANTENAY LES BAINS,5026,46.91067520000001,4.7017523
SANTES,46742,50.59201229999999,2.961977
SAONE,25591,47.2097669,6.101308900000001
SARLAT,47917,44.877021299999996,1.220328
SARLIEVE COURNON,31825,45.738769700000006,3.1681196
SARRANCE,997,43.0496,-0.599962
SATHONAY RILLIEUX,313475,45.820264,4.8753150000000005
SAUJON,43071,45.6665019,-0.9300187
SAULON,10578,47.224035,5.1045991
SAUMUR,647395,47.269,-0.07136
SAUSSET LES PINS,63931,43.332864,5.1100010000000005
SAUVETERRE LA LEMANCE,964,44.5893893,1.0115418999999999
SAVENAY,524832,47.35859,-1.950957
SAVENNIERES BEHUARD,49260,47.381733200000006,-0.6540004
SAVERDUN,128348,43.239357,1.570616
SAVY BERLETTE,29081,50.3538756,2.5577316000000003
SECLIN,268269,50.5486319,3.0350083999999997
SEES,77622,48.599899799999996,0.1661851
SENAS,24934,43.7409571,5.073364499999999
SENNECEY LE GRAND,27942,46.6406445,4.874316
SENS,1098717,48.197856,3.267833
SEPTEMES,24987,43.403113700000006,5.3701756
SEREZIN,185677,45.627159999999996,4.81806
SERMIZELLES VEZELAY,8118,47.528906799999994,3.7928695
SERQUEUX,72971,49.6315093,1.5395267
SERQUIGNY,28468,49.1074117,0.7189895000000001
SERRES,13227,44.4246573,5.7184200999999995
SERVAS LENT,67559,46.130666299999994,5.1681312
SETE,986790,43.412485,3.69656
SEURRE,50089,46.9964114,5.1513121
SEVERAC,5873,47.54986470000001,-2.072707
SEYSSEL CORBONOD,49537,45.963030700000004,5.8315162
SILLE LE GUILLAUME,102463,48.1818735,-0.12896960000000002
SIMANDRE SUR SURAN,14966,46.2202097,5.4210929000000005
SIMIANE,149888,43.434746999999994,5.426148
SIN LE NOBLE,60850,50.356612,3.112777
SIORAC EN PERIGORD,6216,44.8197409,0.9844565999999999
SISTERON,50051,44.190202500000005,5.9465888
SOISSONS,568101,49.369198299999994,3.3381258999999996
SOLLIES PONT,60727,43.1907805,6.046415799999999
SOMAIN,342640,50.3557,3.2773800000000004
SORGUES CHATEAUNEUF DU PAPE,163541,44.0053909,4.8756182
SOSPEL,52227,43.876545,7.453788
SOTTEVILLE,15913,49.4129479,1.102362
SOUILLAC,96573,44.902127,1.466605
STRAZEELE,47075,50.713491999999995,2.6312181
SURDON,56612,48.6647685,0.13440970000000002
SURGERES,350762,46.113238,-0.762284
TARARE,477134,45.889921,4.439208
TARASCON SUR ARIEGE,41781,42.8495385,1.5999321000000002
TARBES,407099,43.239955,0.069415
TASSIN,264550,45.761509999999994,4.75857
TEMPLEUVE,675777,50.52863,3.17559
TENAY HAUTEVILLE,34144,45.9222096,5.5016101
TENDE,18199,44.089921999999994,7.594160799999999
TERGNIER,453397,49.6591862,3.2972491
TERRASSON,24483,45.1357901,1.3004219
TESSONNIERES,3185,43.9284209,1.9369531000000002
THENON,10981,45.1601857,1.0686905
THEOULE SUR MER,10721,43.5134929,6.9367978
THESEE,3370,47.322271,1.3120568000000001
