gares,UIC,2015,2016,2017,2018,latitude,longitude
LA TOUR DE SALVAGNY,87721548,94063,114730,130905,127182,45.799881799999994,4.716492099999999
CORMERY,87571430,152487,146549,136835,126519,47.26254,0.833953
MONTROND LES BAINS,87726885,132418,119886,131499,125896,45.644428999999995,4.248814
MANDELIEU LA NAPOULE,87757591,167386,149886,175808,125775,43.523903000000004,6.941313
THIVIERS,87595124,144507,147269,151820,125027,45.418965,0.921348
HERMES BERTHECOURT,87313585,123037,121363,120859,124931,49.3544055,2.2416554
HENNEBONT,87476259,132554,131130,135785,124587,47.7990019,-3.2857467000000002
AILLY SUR NOYE,87313221,143798,136870,137197,123942,49.75448,2.3641900000000002
RUE,87317404,140708,131096,139498,123834,50.27308,1.6757
FLEURIEUX SUR L'ARBRESLE,87721563,86131,93971,115642,121917,45.8449944,4.660381500000001
MOUCHARD,87718833,173871,163985,152411,121629,46.976911,5.799644
CHATEAUDUN,87545756,136683,123474,125030,121601,48.073463000000004,1.338133
EZE,87756387,95155,99817,123802,121230,43.7221842,7.3568031000000005
SOUILLAC,87594333,142260,137410,139917,120717,44.902127,1.466605
CHATEAUBRIANT,87481648,132640,129647,133107,120640,47.71752120000001,-1.3715152
JOUY,87394155,147729,145516,138061,120614,48.5102582,1.5573972
PORNICHET,87481747,104745,114971,124705,120557,47.2705354,-2.3445765
WOIPPY,87192088,89236,100228,117181,120464,49.1487965,6.155621
CONCHES,87387159,126615,122007,130200,120154,48.96236029999999,0.9378895
BRASSAC LES MINES SAINTE FLORINE,87734244,143126,135625,139399,119212,45.414246,3.330167
PONT L'EVEQUE,87444349,141503,138941,143472,117581,49.287037899999994,0.19219470000000002
MOUANS SARTOUX,87401323,126323,120439,41490,116753,43.620318,6.974114
BONS EN CHABLAIS,87745596,127442,132355,150040,116255,46.270046,6.366246
MAROMME,87411249,135483,111799,119958,116224,49.479935,1.0504850000000001
SAINT ETIENNE LA TERRASSE,87726158,166118,135059,136617,115915,45.464843,4.379601
BOLLENE LA CROISIERE,87764357,142446,129802,136888,115731,44.271525,4.707908
RIBECOURT,87276766,127973,121975,124954,114754,49.50633,2.92714
WISCHES,87214676,141105,129315,125466,114349,48.5076495,7.2700936
YCHOUX,87582536,96735,94469,106731,114265,44.329265899999996,-0.9460318000000001
DORMANS,87171512,112969,107441,110303,112898,49.0791611,3.6417089999999996
WAVRIN,87286419,135801,126593,126058,111829,50.57443,2.93672
PORNIC,87481283,40188,81645,103013,111603,47.1145616,-2.0975565
CASSEL,87281139,100561,109852,117253,111522,50.787591600000006,2.4599722
OYONNAX,87743534,129797,123391,116539,111436,46.259741999999996,5.653338
NOEUX,87342139,137142,122030,124073,111367,50.48297,2.67393
MANOSQUE GREOUX LES BAINS,87751321,131216,126036,137799,110502,43.8231945,5.7933240999999995
DORLISHEIM,87214338,89146,94878,107814,110311,48.5249915,7.4930546
OUDON,87481184,98238,108210,117191,109963,47.343365500000004,-1.291992
LA POSSONNIERE,87484337,93634,96401,106305,109779,47.3713848,-0.6917009
SAINT SEURIN SUR L'ISLE,87584615,113359,117802,122325,109771,45.011407500000004,-0.0026606
CIRES LES MELLO,87313551,133725,125451,123365,109328,49.2717956,2.3601902999999997
ROSNY SUR SEINE,87415885,79428,89527,100967,109198,48.997287,1.63009
VENDENHEIM,87212118,118122,116759,101834,109019,48.665965899999996,7.717782400000001
L'ISLE SUR LE DOUBS,87184572,115527,104416,111399,108930,47.4473777,6.5812614
MERIGNAC ARLAC,87278259,83656,76647,89808,108444,44.8265601,-0.6261401999999999
LA GARDE,87755306,72684,97886,119992,108379,43.1187044,6.0100767
PLOUARET TREGOR,87473181,134336,125498,126466,108058,48.6062816,-3.4668231
LA VILLETTE SAINT PREST,87394171,132002,120130,116183,107936,48.482719700000004,1.5228734
MONTEUX,87765818,45716,86966,126879,107288,44.037461900000004,4.9947813
LONGAGES NOE,87611053,129100,124752,132277,106986,43.3563239,1.2519528999999998
CINQ MARS LA PILE,87571836,92784,92624,98350,106829,47.345226399999994,0.46048779999999995
PONT SUR YONNE,87683136,148366,129338,128293,106156,48.286287,3.201463
GORGES,87481432,29896,77113,101521,103820,47.100148700000005,-1.3058778
VERTOU,87481408,90625,104148,120465,103231,47.1861428,-1.4780052
BAS MONISTROL,87726778,123502,114027,82170,102704,45.297596,4.139602
MARLIEUX CHATILLON,87723767,100901,96292,106378,102360,46.0638765,5.0731097
SAINT MATHURIN,87487892,98549,95842,100274,101784,47.4122473,-0.31822670000000003
POIX DE PICARDIE,87313395,99111,104576,111291,101516,49.7778561,1.9897767
PORTETS,87582718,80757,80217,91047,101476,44.6929765,-0.42539309999999997
SAINT GILLES CROIX DE VIE,87486571,61724,93218,105626,99438,46.696466,-1.941296
JONZAC,87491142,103847,97593,103420,99371,45.4387456,-0.44164
GIVET,87172130,127775,115504,112373,99144,50.14025067,4.81798595
EMBRUN,87763466,141516,127417,121268,99029,44.567008,6.496773
DANNEMARIE,87182253,90221,90147,100724,98973,47.6275771,7.124907
VEAUCHE SAINT GALMIER,87726208,141771,124896,120129,98438,45.565928,4.293438
CINTEGABELLE,87611376,123392,123578,130112,98091,43.30542020000001,1.5204268
DECIZE,87696484,126481,113636,117982,98052,46.837362,3.4672739999999997
HALUCHERE BATIGNOLLES,87590331,88181,94348,92615,97512,47.249142,-1.5224436000000001
SAINTE MAURE NOYANT,87575050,97641,90896,91678,97445,47.111236100000006,0.5769439000000001
BALBIGNY,87726869,137643,131532,121001,97226,45.817858,4.187443
WATTEN EPERLECQUES,87281436,95658,95637,101732,96927,50.825404299999995,2.2079598999999996
LA PAULINE HYERES,87755314,78343,82731,103908,96754,43.1364769,6.0351027
JONCHERY SUR VESLE,87171314,128882,120694,114725,96586,49.290057,3.8194220000000003
LE COTEAU,87726828,139638,121796,117647,96416,46.023984000000006,4.086248
ROMORANTIN BLANC ARGENT,87576025,91970,85636,87617,95950,47.3554468,1.7390136999999999
OLORON SAINTE MARIE,87672725,117353,116550,116596,95638,43.1947669,-0.6122826
KILSTETT,87212324,96973,91727,94006,95551,48.6793065,7.8549031000000005
BESANCON MOUILLERE,87718015,120887,104327,115096,95171,47.240372,6.03391
LIMERSHEIM,87212274,86933,82385,88136,95107,48.4617328,7.660358099999999
VONNAS,87725820,92618,93866,93489,94344,46.227285200000004,4.991667700000001
KURTZENHOUSE,87213660,103240,96679,97670,94148,48.741862,7.8130449
VITRY EN ARTOIS,87342113,97110,95222,95886,93824,50.3276092,2.9820832999999998
BABINIERE,87590349,96983,107296,114818,93097,47.259176200000006,-1.5452841999999998
AIGUILLON,87586693,92826,90187,96909,92690,44.298722399999996,0.3352388
ACHIET,87342048,92018,92085,96451,92323,50.131752500000005,2.780168
VARADES SAINT FLORENT LE VIEIL,87484386,89040,93009,97263,91923,47.374447100000005,-1.0197120000000002
LE GRAND LEMPS,87747220,90125,84439,87471,91910,45.3966261,5.4231117
GEVREY CHAMBERTIN,87713503,95685,86419,99128,91622,47.2274694,4.999058
L'HERBERGEMENT LES BROUZILS,87486126,73687,82761,89563,90305,46.9069172,-1.3712431
CARNOULES,87755371,92675,95146,104587,90048,43.2974104,6.186253099999999
MIONNAY,87723726,100975,101029,96332,90023,45.8966784,4.919752
SAINT EMILION,87584102,52982,58030,80917,89643,44.8811665,-0.1592003
SAINT MICHEL VALLOIRE,87742361,88775,87808,96268,89374,45.216916,6.4719135
DACHSTEIN,87214551,69998,69926,80157,88930,48.542854600000005,7.5330038
MERTZWILLER,87213207,74110,80337,83684,88847,48.872013,7.6781895
NEUFCHATEAU,87141291,80707,80657,93348,87866,48.358342799999996,5.6904018
SESSENHEIM,87212365,88449,87873,87386,87444,48.79646279999999,7.9893194
VILLEDIEU LES POELES,87447698,69944,79093,86219,87124,48.8340495,-1.225559
LESPARRE,87581314,70651,64273,81733,86740,45.3035166,-0.9454014999999999
FRETIN,87286641,87880,84236,95226,85673,50.5599254,3.1495132999999997
MORHANGE,87192286,92337,88380,94951,85641,48.9366239,6.659026600000001
GOURDON,87613141,100610,97146,97678,84878,44.7419445,1.389237
NIEPPE,87287151,80779,85624,87413,84376,50.6966975,2.8289655
SAINT AIGNAN NOYERS,87574897,83040,82672,85083,84308,47.2869126,1.3838369
ALBENS,87746115,86131,86677,99810,84275,45.785946,5.9483418
SAINT ETIENNE DE MONTLUC,87481812,97388,97082,86526,83765,47.2747167,-1.7857107
SAINT MARTIN DE CRAU,87753681,89200,90740,92036,83479,43.6223344,4.8003403
COLLIOURE,87784256,89884,68177,97534,82088,42.526943700000004,3.0782319
MONT LOUIS LA CABANASSE,87784793,92439,88502,86734,82084,42.5020902,2.1131379
MOTTEVILLE,87411280,94628,82712,83730,82013,49.6365717,0.8497988000000001
VARENNES SUR ALLIER,87696351,83620,82671,94465,81562,46.3154922,3.3941782999999996
CAUSSADE,87613356,104795,99607,102636,81556,44.1622668,1.5336541000000001
CHAULNES,87313478,96724,92898,92924,81548,49.8076201,2.8011421000000003
SAINT PAUL DE VARAX,87723783,74491,77668,88962,81357,46.1000331,5.128204599999999
GANNAT,87732404,92353,87974,92707,81266,46.0975964,3.2047514
BREBIERES SUD,87345108,79692,79737,81110,81038,50.336240000000004,3.0142
CHAPONOST,87722710,59240,65120,77448,80970,45.698488899999994,4.7643014
MALAUNAY LE HOULME,87411256,94757,92260,88424,80870,49.513333100000004,1.0395775999999999
SCHWINDRATZHEIM,87212159,67383,74840,83536,80721,48.7536468,7.600546799999999
SAINT GENIES DE MALGOIRES,87775361,66781,68583,75110,80170,43.9501684,4.2149415999999995
MONTRICHARD,87574855,74869,76917,84078,79629,47.3437658,1.1717596000000001
POIX TERRON,87172171,62413,70173,77877,79069,49.6500011,4.6365346
LEZIGNAN CORBIERES,87615112,90191,93211,101833,79030,43.1999609,2.7699635
BRETEIL,87471102,81703,86107,80861,78865,48.1405713,-1.8972095000000002
AVION,87342584,79387,77330,83024,78849,50.40723,2.83365
REVIGNY,87175018,99365,90609,87446,78841,48.8240449,4.9855735999999995
COLMAR SAINT JOSEPH,87181222,87946,84733,87336,78681,48.0816399,7.345339699999999
GRAFFENWALD,87181131,79337,69576,74572,78592,47.7808232,7.224790799999999
VEYNES DEVOLUY,87763300,92178,88368,93145,78109,44.5320046,5.815764
DIEUPENTALE,87611681,97030,99470,104385,78002,43.8654687,1.2760011
BRIOUDE,87734269,87560,82275,93356,77937,45.300649299999996,3.3786343999999997
SEES,87444695,92300,85926,89164,77622,48.599899799999996,0.1661851
ENTRAIGUES SUR LA SORGUE,87765826,31693,54436,93044,77547,44.0054278,4.9226971
CAP D'AIL,87756395,67959,73502,89868,77459,43.72053820000001,7.394336200000001
MONTREUX VIEUX,87184275,67143,69764,80588,77246,47.6178576,7.0253947
HAUTMONT,87295568,72206,68744,79194,77176,50.25398,3.9152199999999997
LANGRES,87142091,90181,85183,83598,76980,47.8769474,5.3444064000000004
POLIGNY,87718189,80386,77485,86711,76978,46.8443393,5.7001051
GRISOLLES,87611673,92928,93638,94720,76716,43.8269619,1.3023292
AIGUEBELLE,87741256,67365,69079,77759,76441,45.5437225,6.3067175
BAILLEAU LE PIN,87394411,77159,75578,74398,76427,48.3668028,1.3248851000000001
CARMAUX,87615625,100213,89990,96438,76308,44.048782,2.152401
ROQUEBRUNE CAP MARTIN,87756460,50498,63278,80701,76162,43.7606178,7.457342999999999
ANIZY PINON,87296566,87381,80983,83874,75945,49.496007299999995,3.4487637
HOENHEIM TRAM,87338517,74593,70821,72582,75157,48.6285976,7.7581387
GUERET,87597609,83399,81870,87870,75117,46.174186299999995,1.8793855
LEZOUX,87734442,85063,82637,80947,74855,45.821217499999996,3.385986
BROU,87394452,74059,70825,76016,74844,48.215758799999996,1.1606705
LA GORP,87584755,29584,37328,53238,74664,44.9288345,-0.4963844
PONT A VENDIN,87345264,69868,71945,80989,74389,50.4713812,2.8751938
FUMAY,87172098,95133,97297,90982,74360,49.986048,4.6926
BAR SUR AUBE,87118299,83007,81954,83462,74247,48.2385399,4.7066707999999995
SAINT LOUBES,87584730,54107,52898,64620,74088,44.9224009,-0.43330559999999996
PODENSAC,87582734,69241,65233,67707,73778,44.6489664,-0.35890570000000005
BELLEVILLE SUR VIE,87486142,49298,58234,67909,73772,46.788315999999995,-1.4346673
CARRY LE ROUET,87753566,87905,78019,83910,73731,43.336591999999996,5.153594
NOYEN,87396374,75983,77008,77124,73388,47.8744544,-0.0981755
LANNEMEZAN,87671123,105410,91450,95005,73290,43.114273,0.387367
JEUMONT,87295014,75639,69143,72038,73200,50.29606,4.08645
COLLONGES FONTAINES,87721225,83330,75524,68478,73055,45.8291102,4.8466135999999995
SERQUEUX,87411470,82764,79613,77859,72971,49.6315093,1.5395267
ILLFURTH,87182204,52073,52591,61441,72961,47.67643220000001,7.2685712
RIVESALTES,87784173,82009,82488,88885,72553,42.7664405,2.86789
MOURMELON LE PETIT,87174409,76858,72918,79372,72417,49.1313076,4.3180982000000006
AZAY LE RIDEAU,87571638,70977,70146,71656,72388,47.266338299999994,0.4475388
FRANCHEVILLE,87722702,58285,62739,73019,72127,45.7336473,4.7693729000000005
SAINT ERME,87171751,80767,85491,86736,72014,49.5269865,3.8576502
PERENCHIES,87286278,103683,99740,94338,71974,50.66697,2.97729
ESTRESSIN,87722579,89537,77342,82698,71330,45.540285,4.868273
CAPDENAC,87613109,76135,73839,75990,71224,44.5782458,2.0779631999999997
GRIGNY LE SABLON,87722298,60721,61896,71350,71224,45.607260100000005,4.796144
PORT LA NOUVELLE,87781062,74666,78634,87075,71159,43.0199342,3.0388188
VIRE,87448159,74891,75950,77151,71071,48.846329,-0.882884
LA FOREST LANDERNEAU,87474221,61896,65538,72161,70970,48.4263093,-4.3074515
AIGUEPERSE,87734129,75873,78089,77218,70745,46.01478839999999,3.1982621
RUFFEC,87583849,96835,89498,85212,70610,46.0305185,0.1902055
MONT DAUPHIN GUILLESTRE,87763508,85980,83672,81597,70515,44.6746283,6.6156027
LE POULIGUEN,87481762,59068,67304,73484,70391,47.282540399999995,-2.4331446
SAINT CYR EN VAL LA SOURCE,87543116,77618,72580,72935,70305,47.8192,1.9476044999999997
VERNAISON,87722264,75963,70150,81078,69916,45.64564779999999,4.8132908
SAINT SULPICE IZON,87584722,46826,43914,51529,69468,44.9142742,-0.392135
LA ROCHELLE PORTE DAUPHINE,87437798,84310,81939,92158,69109,46.16755,-1.1518412
MONTCHANIN,87694307,100200,93253,85623,69086,46.7592649,4.4814867
STAFFELFELDEN,87182691,67839,64666,68285,68939,47.827961200000004,7.265165700000001
CONLIE,87396218,63827,63380,65237,68836,48.1272909,-0.011373600000000001
LUTZELBOURG,87215160,59662,57525,62679,68739,48.7299065,7.251680800000001
GROISY THORENS LA CAILLE,87746248,63268,67629,77445,68730,46.011120500000004,6.175680000000001
AX LES THERMES,87611533,87362,76609,84104,68712,42.7247967,1.8332515999999999
BRUYERES,87144154,62840,64306,68352,68676,48.204895,6.718763799999999
POMPEY,87141788,60930,53234,56376,68591,48.77304,6.13061
ETAIN,87175794,74519,68244,71927,68545,49.2074907,5.6398079
CHATELAILLON PLAGE,87485110,81090,78512,87581,68306,46.0783303,-1.0908909
CASTELSARRASIN,87611897,86276,84573,82548,68087,44.0403503,1.1143954
SAINT MARCEL EN DOMBES,87723742,68233,70140,75858,67676,45.9503701,4.9775148
SERVAS LENT,87723791,72225,71461,75840,67559,46.130666299999994,5.1681312
DINAN,87478164,84903,81346,83213,67398,48.456764,-2.0535419999999998
SAINT AVRE LA CHAMBRE,87741306,73613,70573,77317,67349,45.35309779999999,6.3028277
ETANG,87694141,81646,71593,72528,67299,46.8679082,4.1838415
NOYELLES SUR MER,87317396,69462,69507,73033,67245,50.1875408,1.7045772000000001
MAUZE,87485250,52534,51345,58614,67241,46.1995881,-0.6737264000000001
SAINT PIERRE EN FAUCIGNY,87746313,47984,57521,68870,67226,46.059344200000005,6.3757532999999995
UZERCHE,87594200,82141,81931,82453,66798,45.440708799999996,1.5702735
MOISSAC,87611889,81273,83345,83915,66280,44.1024178,1.077345
MEURCHIN,87345272,66669,64638,66424,66272,50.4970516,2.8930903
MACHECOUL,87481366,48422,61895,68551,66000,46.99050379999999,-1.8227523999999997
MUNDOLSHEIM,87212100,73530,79493,68210,65929,48.6447732,7.721389
SAINT ROCH,87313080,71790,71955,66779,65454,49.8933575,2.2837132
MUIZON,87171298,83049,82001,77331,65407,49.2781012,3.8915287000000003
LA PENNE SUR HUVEAUNE,87751743,53456,66088,75227,65286,43.2846765,5.5155698
TIEFFENBACH STRUTH,87215699,54594,58729,60852,65095,48.9062169,7.255269999999999
ELNE,87784207,73536,67193,78349,64944,42.597113799999995,2.9635851000000004
VENDOME,87574558,68399,61126,61995,64882,47.802149799999995,1.0678728000000002
VILLERS SAINT PAUL,87276378,76135,72176,72088,64875,49.2825762,2.4899067
GUNDERSHOFFEN,87213223,75320,72360,64765,64665,48.905260999999996,7.6535345
CULMONT CHALINDREY,87142125,100673,76316,78547,64635,47.8100902,5.4432217000000005
LISLE SUR TARN,87615310,75961,78875,83085,64558,43.856390000000005,1.80823
BANYULS SUR MER,87784298,73499,71187,80181,64538,42.482958200000006,3.1250496
RILLY LA MONTAGNE,87171595,69591,69460,75260,64498,49.1664524,4.0408608
AUREC,87726760,70722,63845,51339,64270,45.3711611,4.1983439
SAINT CHAMAS,87753202,57814,55923,61563,64155,43.551157700000005,5.0402963
BOGNY SUR MEUSE,87172049,73728,68443,68922,64059,49.8583117,4.7632317
SAUSSET LES PINS,87753558,88608,81718,80008,63931,43.332864,5.1100010000000005
AUTUN,87694570,74269,64509,63847,63796,46.954874600000004,4.2929079
QUINCIEUX,87721290,50481,53980,61464,63708,45.9068815,4.778564299999999
ROSULT,87286567,64914,61394,67731,63529,50.456366700000004,3.3490114999999996
SAINT PIERRE LA COUR,87478768,48323,53594,61035,63282,48.113596799999996,-1.0252972
PICQUIGNY,87313106,70293,70003,66180,63106,49.946155700000006,2.1432765
MARIENTHAL,87213603,70414,69456,63044,63047,48.781863,7.8231894
METZERAL,87182816,66614,65268,65992,62744,48.013330100000005,7.0733383000000005
ARTENAY,87543058,61368,60355,62856,62685,48.0808761,1.8833705000000003
STEINBOURG,87212209,78504,75710,67964,62493,48.7635292,7.416299
RUSS HERSBACH,87214684,68740,69828,68659,62414,48.4982211,7.2519246
LABOUHEYRE,87582551,50611,49776,59972,61925,44.2106292,-0.9209296
NESLE,87313486,66017,63239,66003,61864,49.76391470000001,2.9089882
LINGOLSHEIM,87214502,78967,78644,63737,61627,48.5594092,7.6781143
ETRICHE CHATEAUNEUF,87484154,57751,55989,57633,61562,47.656708200000004,-0.46089929999999996
MERENVIELLE,87611814,54960,63400,73088,61334,43.6365051,1.1503303
PAUILLAC,87581256,59029,50884,56590,60960,45.203843799999994,-0.7551342
SIN LE NOBLE,87345405,59507,59407,65263,60850,50.356612,3.112777
L'ESTAQUE,87751602,64348,65513,76554,60832,43.363628000000006,5.3213598
SOLLIES PONT,87755330,50325,55357,67826,60727,43.1907805,6.046415799999999
BREIL SUR ROYA,87756833,51425,57215,71707,60658,43.944039000000004,7.516327599999999
SAINT HILAIRE SAINT NAZAIRE,87761684,57959,64779,73427,60475,45.071340500000005,5.243851
REIMS MAISON BLANCHE,87171272,37825,40333,52332,60440,49.2336853,4.0224927
GEISPOLSHEIM,87212258,87532,92681,69625,60392,48.5190515,7.684357799999999
SAINT FLORENTIN VERGIGNY,87683318,68353,64392,68828,60389,47.981058000000004,3.731036
VILLEFRANCHE DE ROUERGUE,87613893,69147,71022,72893,60264,44.347498,2.0364593999999996
GRESY SUR AIX,87746107,67310,61292,65582,60119,45.7245161,5.9221751
ROMBAS CLOUANGE,87191734,71512,62424,63890,60009,49.25605529999999,6.0990538
PORT BRILLET,87478750,61758,62148,65049,59807,48.1106724,-0.9740681999999999
AY,87171561,64703,67551,67310,59687,49.0487318,4.0015644
PAIMPOL,87473868,50181,42885,52887,59474,48.77694,-3.0460958
KER LANN,87159947,63675,61897,60933,59354,48.0429857,-1.7398306000000001
WATTIGNIES TEMPLEMARS,87286526,66457,58719,61813,59292,50.579313899999995,3.051975
LA FRAYERE,87757740,54379,57061,28316,58456,43.5581088,6.9720902
RANGUIN,87757732,62154,60102,22586,58424,43.5691636,6.969313400000001
CHATEAU RENAULT,87574665,66646,61802,57896,58237,47.5877961,0.9015238000000001
CREST,87761783,56260,57212,59650,58015,44.730154600000006,5.0160968
GALLIENI CANCEROPOLE,87497461,54091,53401,61229,57969,43.5730877,1.4195801000000001
BIACHE SAINT VAAST,87342097,60233,59082,64218,57790,50.316252500000004,2.9414974999999997
SAINT GEORGES DE RENEINS,87721340,63468,60095,59201,57702,46.062195200000005,4.7188908
BETTON,87471045,59721,54957,60526,57640,48.1814803,-1.6344745
BONSON,87726414,64674,55706,59067,57138,45.5221941,4.2163084
SURDON,87444562,55804,65126,63283,56612,48.6647685,0.13440970000000002
LA CRAU,87755611,15687,44180,61266,56357,43.1449352,6.0687663
HAUBOURDIN,87286096,66832,66312,71492,56343,50.6070495,2.990153
SAINT AMARIN,87182600,62487,59560,63083,56337,47.872859600000005,7.0287447
SAINT LOUIS LA CHAUSSEE,87181016,52769,60505,59654,56334,47.609478100000004,7.5312095
INGRANDES SUR LOIRE,87484360,69883,66844,62191,56089,47.405638200000006,-0.9210198
CAUDERAN MERIGNAC,87581538,47128,40743,60107,55965,44.84288,-0.6274337
LA TRINITE VICTOR,87756767,43333,49912,60792,55930,43.7427854,7.3114604000000005
PARENT COUDES CHAMPEIX,87734194,62453,59024,61344,55894,45.6139737,3.2178245
BRAM,87615054,60963,62165,67119,55774,43.2441014,2.1191467
MEYRARGUES,87751370,68670,65324,67773,55461,43.6440076,5.539573799999999
PONT DE DORE,87734459,68005,64100,64852,55333,45.8427833,3.4903254
LEPIN LE LAC LA BAUCHE,87741439,60382,53151,63877,55118,45.541519,5.7649834
STRASBOURG ROETHIG,87212191,61980,63798,57421,55108,48.563289700000006,7.6950455
LUCON,87486258,66527,60514,61294,55019,46.4638232,-1.1674216999999998
VIRIEU LE GRAND BELLEY,87741504,63403,58225,65692,54918,45.8482817,5.6536162
ISTRES,87753418,75367,59418,56917,54825,43.515395299999994,4.9804272
LANDAS,87286575,45176,48367,57432,54818,50.4687775,3.290568
JOUE LES TOURS,87571885,64733,59883,58228,54472,47.3541741,0.6675585999999999
BAISIEUX,87286872,37822,44688,53118,54454,50.61845,3.2347796000000004
SAINT MEDARD D'EYRANS,87582692,55372,49780,53116,54341,44.7168571,-0.5057172000000001
SAINT FONS,87728501,59334,56504,58406,54319,45.7058114,4.8525663
RANCHOT,87718338,64787,67180,64734,54018,47.1525633,5.7246607
SAINT GILLES LYCEE HAUT RHIN,87181552,67659,63747,62013,53955,48.075861100000004,7.2609746
LE GRAU DU ROI,87775866,59445,49797,57017,53899,43.5371273,4.140338
CHAMPIGNY SUR YONNE,87683128,63772,58209,58963,53895,48.32374179999999,3.1305718
MONTCEAU LES MINES,87694620,56742,50722,54713,53885,46.6706636,4.3610264
VITTEL,87144279,66226,68356,59880,53873,48.202488200000005,5.9418718
FRANCHET D'ESPEREY,87417444,45306,42095,46450,53799,49.242535600000004,4.013869000000001
SAINS DU NORD,87295709,67083,59068,57580,53732,50.0889485,4.0016955
ETIVAL CLAIREFONTAINE,87144642,57310,54882,58476,53701,48.3671987,6.876960700000001
LEUCATE LA FRANQUI,87781088,61925,58875,65525,53643,42.9327725,3.0128555
JOINVILLE,87175091,68019,63789,61577,53597,48.4442977,5.143503
MERXHEIM,87182725,49348,48339,51771,53512,47.9126413,7.3022795
ROESCHWOOG,87212407,56596,54688,54412,53478,48.8334661,8.029873799999999
VALENCE D'AGEN,87611863,70260,64647,60396,53380,44.11173170000001,0.8915743
LES ROSIERS SUR LOIRE,87487876,52118,48540,51409,53053,47.3625386,-0.2205371
MOULT ARGENCES,87444190,52358,50359,54219,52825,49.1111851,-0.1864355
LE FAUGA,87611046,57731,53867,62201,52728,43.404328799999995,1.2827183000000002
CUERS PIERREFEU,87755355,38719,50332,62805,52377,43.236428100000005,6.0856855
SOSPEL,87756825,46369,50748,56821,52227,43.876545,7.453788
LE BOSQUET,87757757,50071,43474,6957,52143,43.551528499999996,6.9816599
SAINT EGREVE SAINT ROBERT,87747352,54489,49892,58208,51709,45.2357234,5.671268700000001
CHABONS,87747212,47815,50770,53309,51640,45.4383566,5.4281009000000005
HERRLISHEIM PRES COLMAR,87182329,47744,53434,56497,51605,48.0166417,7.320638099999999
GIVORS CANAL,87722439,28052,29708,43170,51491,45.5957662,4.7725754
ETAINHUS SAINT ROMAIN,87413328,62116,55747,53959,51343,49.5612151,0.3310234
ARCHES,87144410,58746,52118,53916,51087,48.1198133,6.5283085
USSEL,87594093,70375,59893,61827,50999,45.557438299999994,2.3143439
REDING,87215079,33952,33727,43273,50947,48.7429595,7.095885000000001
MILLAU,87783001,80605,71789,70869,50825,44.102344,3.07457
BAZIEGE,87611723,74680,67475,68316,50573,43.4535696,1.6205018999999998
LA MOTHE ACHARD,87486423,47771,50390,52838,50511,46.6068648,-1.6596359
SEURRE,87713677,63082,51863,53673,50089,46.9964114,5.1513121
SAINT JEAN PIED DE PORT,87673723,39027,53424,54553,50058,43.167939399999995,-1.2380129
SISTERON,87751206,59324,59204,65174,50051,44.190202500000005,5.9465888
ANCY SUR MOSELLE,87192419,53552,50233,49942,50010,49.0575093,6.062766099999999
TRICOT,87313353,56762,56237,55217,49591,49.5619878,2.5815586
GIEVRES,87576876,53581,55532,53522,49554,47.2787925,1.6678267
SEYSSEL CORBONOD,87745828,64114,57460,66355,49537,45.963030700000004,5.8315162
SAINT JEAN DE LOSNE,87713651,47875,45895,50434,49342,47.0997302,5.2441226
WIMILLE WIMEREUX,87317123,52573,48853,49904,49319,50.7638456,1.6137455
MARLE SUR SERRE,87296095,56228,53784,53603,49286,49.747192,3.7695800999999998
SAVENNIERES BEHUARD,87484329,56626,56299,54847,49260,47.381733200000006,-0.6540004
VIVOIN BEAUMONT,87396077,43879,39024,43335,49243,48.2302093,0.1447829
ESCALQUENS,87611707,63141,62219,64311,49190,43.5170958,1.5422774
CERBERE,87785006,58653,51894,55700,49136,42.4417732,3.1634033
MORANNES,87484170,45928,47906,49926,49119,47.7390902,-0.41796930000000004
BUSIGNY,87296244,54060,50416,55333,49018,50.0397236,3.4461174
AUBIGNY EN ARTOIS,87342246,63351,60607,58250,48982,50.35297,2.5928044999999997
MAZAMET,87615542,60454,58347,61909,48875,43.497784700000004,2.3747346
LIVRON,87761247,45386,45918,54515,48642,44.7796035,4.830541200000001
CHATEAUNEUF SUR CHARENTE,87491506,47548,48921,51176,48544,45.599835999999996,-0.0502
DIE,87761841,52579,54048,54460,48372,44.7582549,5.3632053
LE GENEST,87478743,49794,49447,48536,48174,48.0967372,-0.8858084
AMAGNE LUCQUY,87172262,40539,37854,47918,48163,49.52381870000001,4.4738775
SARLAT,87595827,54155,49368,52745,47917,44.877021299999996,1.220328
VIREUX MOLHAIN,87172114,61673,55436,55273,47819,50.0827968,4.723390900000001
NEVERS LE BANLAY,87559070,44787,47888,52362,47715,47.0068974,3.1636746
SAINT AMAND MONTROND ORVAL,87576322,59638,54626,56650,47585,46.726540899999996,2.4859441
NEXON,87592725,48459,50427,48563,47463,45.6915692,1.1784396000000001
LATOUR DE CAROL ENVEITG,87611483,51611,48806,49671,47425,42.4590464,1.9045026999999999
LIEVIN,87345041,37700,36854,46384,47261,50.434139,2.7716316
STRAZEELE,87286203,47677,45933,49485,47075,50.713491999999995,2.6312181
COUERON,87481804,32373,32029,37526,46990,47.2220412,-1.7235014
ORCHAMPS,87718361,49207,53078,54095,46845,47.15009620000001,5.659147
FROUARD,87141077,41051,37883,45636,46822,48.75545,6.1441099999999995
